index_condition,n,term1,term2,data_type,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
Knee arthroplasty,3195,1,5,actual,-7.979e-03,6.071e-04,3.428e-02,-7.446e-02,-3.150e-02,-8.394e-03,1.580e-02,5.882e-02,3188.4,1
Knee arthroplasty,3195,1,5,pseudo,-7.192e-03,6.283e-04,3.508e-02,-7.751e-02,-3.163e-02,-6.565e-03,1.654e-02,6.071e-02,3116.3,1
Knee arthroplasty,3195,1,6,actual,2.886e-01,7.562e-04,4.050e-02,2.099e-01,2.615e-01,2.890e-01,3.160e-01,3.671e-01,2868,1
Knee arthroplasty,3195,1,6,pseudo,2.821e-01,7.653e-04,4.004e-02,2.046e-01,2.549e-01,2.818e-01,3.099e-01,3.596e-01,2737,1
Knee arthroplasty,3195,2,3,actual,-5.911e-01,3.892e-04,2.381e-02,-6.356e-01,-6.078e-01,-5.918e-01,-5.752e-01,-5.418e-01,3744,1
Knee arthroplasty,3195,2,3,pseudo,-5.923e-01,3.851e-04,2.359e-02,-6.372e-01,-6.079e-01,-5.933e-01,-5.766e-01,-5.438e-01,3753.6,1
Knee arthroplasty,3195,2,4,actual,-1.025e-01,4.697e-04,3.178e-02,-1.650e-01,-1.245e-01,-1.022e-01,-8.101e-02,-4.003e-02,4578.6,1
Knee arthroplasty,3195,2,4,pseudo,-9.555e-02,5.334e-04,3.191e-02,-1.578e-01,-1.171e-01,-9.498e-02,-7.351e-02,-3.295e-02,3578.1,1
Knee arthroplasty,3195,2,5,actual,-1.745e-01,5.002e-04,3.136e-02,-2.341e-01,-1.960e-01,-1.750e-01,-1.535e-01,-1.117e-01,3928.9,1
Knee arthroplasty,3195,2,5,pseudo,-1.717e-01,4.828e-04,3.082e-02,-2.312e-01,-1.925e-01,-1.716e-01,-1.503e-01,-1.116e-01,4074.1,1
Knee arthroplasty,3195,2,6,actual,-1.817e-01,5.261e-04,3.530e-02,-2.515e-01,-2.056e-01,-1.815e-01,-1.570e-01,-1.135e-01,4502.3,1
Knee arthroplasty,3195,2,6,pseudo,-1.785e-01,5.401e-04,3.545e-02,-2.450e-01,-2.031e-01,-1.784e-01,-1.549e-01,-1.086e-01,4307.8,1
Knee arthroplasty,3195,3,4,actual,1.903e-01,6.027e-04,3.312e-02,1.241e-01,1.679e-01,1.906e-01,2.125e-01,2.559e-01,3020.7,1
Knee arthroplasty,3195,3,4,pseudo,1.881e-01,6.177e-04,3.398e-02,1.222e-01,1.652e-01,1.880e-01,2.117e-01,2.546e-01,3026.2,1
Knee arthroplasty,3195,3,5,actual,1.661e-01,5.856e-04,3.441e-02,9.702e-02,1.428e-01,1.673e-01,1.887e-01,2.322e-01,3451.6,1
Knee arthroplasty,3195,3,5,pseudo,1.677e-01,6.246e-04,3.384e-02,1.005e-01,1.453e-01,1.673e-01,1.906e-01,2.351e-01,2935.6,1
Knee arthroplasty,3195,3,6,actual,8.025e-02,6.688e-04,3.876e-02,4.876e-03,5.445e-02,8.020e-02,1.061e-01,1.578e-01,3359.4,1
Knee arthroplasty,3195,3,6,pseudo,7.710e-02,6.764e-04,3.868e-02,1.753e-03,5.157e-02,7.670e-02,1.027e-01,1.535e-01,3270.5,1
Knee arthroplasty,3195,4,5,actual,9.059e-02,5.926e-04,3.547e-02,1.899e-02,6.644e-02,9.127e-02,1.136e-01,1.598e-01,3582,1
Knee arthroplasty,3195,4,5,pseudo,9.545e-02,6.689e-04,3.645e-02,2.557e-02,6.987e-02,9.595e-02,1.209e-01,1.667e-01,2969.4,1
Knee arthroplasty,3195,4,6,actual,2.976e-02,7.439e-04,4.153e-02,-5.084e-02,1.527e-03,2.950e-02,5.713e-02,1.140e-01,3116.9,1
Knee arthroplasty,3195,4,6,pseudo,3.510e-02,7.254e-04,3.993e-02,-4.458e-02,8.939e-03,3.608e-02,6.148e-02,1.127e-01,3030.7,1
Knee arthroplasty,3195,5,6,actual,2.535e-02,7.068e-04,4.026e-02,-5.129e-02,-1.957e-03,2.391e-02,5.251e-02,1.080e-01,3243.8,1
Knee arthroplasty,3195,5,6,pseudo,2.688e-02,7.888e-04,4.076e-02,-5.023e-02,-7.739e-04,2.655e-02,5.470e-02,1.059e-01,2669.8,1
Myocardial infarction,2663,1,2,actual,2.064e-01,4.614e-04,3.159e-02,1.453e-01,1.853e-01,2.062e-01,2.278e-01,2.689e-01,4687.1,1
Myocardial infarction,2663,1,2,pseudo,2.039e-01,4.843e-04,3.187e-02,1.420e-01,1.823e-01,2.040e-01,2.256e-01,2.665e-01,4330.6,1
Myocardial infarction,2663,1,3,actual,-1.321e-01,4.811e-04,3.180e-02,-1.949e-01,-1.529e-01,-1.320e-01,-1.111e-01,-6.909e-02,4369.2,1
Myocardial infarction,2663,1,3,pseudo,-1.301e-01,5.172e-04,3.254e-02,-1.931e-01,-1.520e-01,-1.306e-01,-1.086e-01,-6.553e-02,3957.7,1
Myocardial infarction,2663,1,4,actual,8.364e-02,5.018e-04,3.432e-02,1.699e-02,6.078e-02,8.364e-02,1.066e-01,1.526e-01,4675.9,1
Myocardial infarction,2663,1,4,pseudo,8.492e-02,5.064e-04,3.454e-02,1.703e-02,6.087e-02,8.513e-02,1.083e-01,1.521e-01,4652.6,1
Myocardial infarction,2663,1,5,actual,-1.845e-02,5.139e-04,3.412e-02,-8.605e-02,-4.094e-02,-1.885e-02,4.612e-03,4.848e-02,4409.7,1
Myocardial infarction,2663,1,5,pseudo,-1.625e-02,5.488e-04,3.422e-02,-8.217e-02,-3.858e-02,-1.599e-02,6.305e-03,5.086e-02,3887.7,1
Myocardial infarction,2663,1,6,actual,-5.496e-03,4.927e-04,3.480e-02,-7.402e-02,-2.859e-02,-4.134e-03,1.672e-02,6.323e-02,4988.4,1
Myocardial infarction,2663,1,6,pseudo,-1.644e-03,5.295e-04,3.351e-02,-6.684e-02,-2.387e-02,-2.067e-03,2.196e-02,6.484e-02,4004.3,1
Myocardial infarction,2663,2,3,actual,-5.043e-01,4.474e-04,2.703e-02,-5.575e-01,-5.227e-01,-5.042e-01,-4.869e-01,-4.503e-01,3650.7,1
Myocardial infarction,2663,2,3,pseudo,-5.044e-01,4.512e-04,2.732e-02,-5.552e-01,-5.232e-01,-5.046e-01,-4.859e-01,-4.487e-01,3667.3,1
Myocardial infarction,2663,2,4,actual,-3.511e-02,5.002e-04,3.354e-02,-1.002e-01,-5.807e-02,-3.463e-02,-1.186e-02,2.880e-02,4497,1
Myocardial infarction,2663,2,4,pseudo,-3.450e-02,5.436e-04,3.482e-02,-1.025e-01,-5.801e-02,-3.472e-02,-1.159e-02,3.516e-02,4103.8,1
Myocardial infarction,2663,2,5,actual,-1.094e-01,4.918e-04,3.340e-02,-1.740e-01,-1.318e-01,-1.098e-01,-8.643e-02,-4.472e-02,4612,1
Myocardial infarction,2663,2,5,pseudo,-1.106e-01,4.955e-04,3.357e-02,-1.755e-01,-1.337e-01,-1.111e-01,-8.856e-02,-4.232e-02,4590,1
Myocardial infarction,2663,2,6,actual,-9.683e-02,5.025e-04,3.391e-02,-1.614e-01,-1.204e-01,-9.763e-02,-7.377e-02,-3.063e-02,4553.4,1
Myocardial infarction,2663,2,6,pseudo,-9.884e-02,5.082e-04,3.387e-02,-1.638e-01,-1.223e-01,-9.914e-02,-7.556e-02,-3.225e-02,4441.1,1
Myocardial infarction,2663,3,4,actual,1.422e-02,4.944e-04,3.377e-02,-5.258e-02,-8.605e-03,1.409e-02,3.614e-02,8.199e-02,4665.2,1
Myocardial infarction,2663,3,4,pseudo,1.302e-02,5.228e-04,3.503e-02,-5.512e-02,-1.095e-02,1.361e-02,3.680e-02,8.298e-02,4489.8,1
Myocardial infarction,2663,3,5,actual,6.463e-04,5.040e-04,3.398e-02,-6.428e-02,-2.305e-02,1.124e-05,2.383e-02,6.776e-02,4545.1,1
Myocardial infarction,2663,3,5,pseudo,9.457e-04,5.166e-04,3.426e-02,-6.731e-02,-2.238e-02,1.264e-03,2.421e-02,6.832e-02,4398.2,1
Myocardial infarction,2663,3,6,actual,-2.400e-02,5.458e-04,3.517e-02,-9.307e-02,-4.811e-02,-2.373e-02,-5.686e-04,4.327e-02,4152.5,1
Myocardial infarction,2663,3,6,pseudo,-2.120e-02,5.224e-04,3.394e-02,-8.883e-02,-4.412e-02,-2.097e-02,2.045e-03,4.287e-02,4220.6,1
Myocardial infarction,2663,4,5,actual,1.039e-01,5.391e-04,3.496e-02,3.298e-02,8.122e-02,1.040e-01,1.279e-01,1.715e-01,4205,1
Myocardial infarction,2663,4,5,pseudo,1.020e-01,5.518e-04,3.584e-02,3.258e-02,7.812e-02,1.018e-01,1.261e-01,1.724e-01,4218.6,1
Myocardial infarction,2663,4,6,actual,-2.083e-02,5.616e-04,3.613e-02,-9.226e-02,-4.497e-02,-2.047e-02,3.531e-03,4.786e-02,4139.7,1
Myocardial infarction,2663,4,6,pseudo,-2.589e-02,6.089e-04,3.667e-02,-9.700e-02,-5.041e-02,-2.587e-02,-1.390e-03,4.680e-02,3626.5,1
Myocardial infarction,2663,5,6,actual,-9.645e-02,5.766e-04,3.565e-02,-1.640e-01,-1.213e-01,-9.666e-02,-7.191e-02,-2.685e-02,3822.1,1
Myocardial infarction,2663,5,6,pseudo,-9.784e-02,5.658e-04,3.652e-02,-1.680e-01,-1.229e-01,-9.875e-02,-7.299e-02,-2.518e-02,4167.2,1
Parkinson's disease (all),4416,1,2,actual,-4.736e-02,5.339e-04,2.585e-02,-9.883e-02,-6.496e-02,-4.704e-02,-2.961e-02,2.776e-03,2344.9,1
Parkinson's disease (all),4416,1,2,pseudo,-4.361e-02,4.286e-04,2.512e-02,-9.213e-02,-6.036e-02,-4.357e-02,-2.660e-02,5.823e-03,3434.6,1
Parkinson's disease (all),4416,1,3,actual,-1.857e-01,4.982e-04,2.410e-02,-2.346e-01,-2.022e-01,-1.854e-01,-1.695e-01,-1.387e-01,2339,1
Parkinson's disease (all),4416,1,3,pseudo,-1.867e-01,4.511e-04,2.412e-02,-2.314e-01,-2.036e-01,-1.872e-01,-1.703e-01,-1.392e-01,2860.3,1
Parkinson's disease (all),4416,1,4,actual,-1.179e-01,4.625e-04,2.420e-02,-1.649e-01,-1.346e-01,-1.178e-01,-1.014e-01,-6.952e-02,2736.3,1
Parkinson's disease (all),4416,1,4,pseudo,-1.158e-01,4.586e-04,2.487e-02,-1.646e-01,-1.326e-01,-1.160e-01,-9.911e-02,-6.589e-02,2941.6,1
Parkinson's disease (all),4416,1,5,actual,2.524e-01,5.498e-04,2.549e-02,2.019e-01,2.356e-01,2.527e-01,2.692e-01,3.028e-01,2148.8,1
Parkinson's disease (all),4416,1,5,pseudo,2.521e-01,5.088e-04,2.478e-02,2.023e-01,2.352e-01,2.522e-01,2.692e-01,2.990e-01,2371.3,1
Parkinson's disease (all),4416,1,6,actual,1.668e-03,5.765e-04,2.894e-02,-5.432e-02,-1.782e-02,1.423e-03,2.102e-02,5.831e-02,2519.5,1
Parkinson's disease (all),4416,1,6,pseudo,-5.862e-04,5.184e-04,2.873e-02,-5.755e-02,-1.990e-02,-7.924e-04,1.870e-02,5.530e-02,3070.4,1
Parkinson's disease (all),4416,2,3,actual,6.213e-02,4.720e-04,2.493e-02,1.277e-02,4.565e-02,6.258e-02,7.844e-02,1.115e-01,2789.9,1
Parkinson's disease (all),4416,2,3,pseudo,6.477e-02,4.944e-04,2.509e-02,1.586e-02,4.764e-02,6.466e-02,8.218e-02,1.136e-01,2575.7,1
Parkinson's disease (all),4416,2,4,actual,9.457e-02,5.515e-04,2.536e-02,4.363e-02,7.716e-02,9.477e-02,1.116e-01,1.448e-01,2115.1,1
Parkinson's disease (all),4416,2,4,pseudo,9.533e-02,4.832e-04,2.533e-02,4.489e-02,7.830e-02,9.538e-02,1.124e-01,1.445e-01,2747.7,1
Parkinson's disease (all),4416,2,5,actual,3.741e-01,5.009e-04,2.363e-02,3.254e-01,3.590e-01,3.746e-01,3.904e-01,4.190e-01,2225.6,1
Parkinson's disease (all),4416,2,5,pseudo,3.737e-01,4.570e-04,2.379e-02,3.275e-01,3.576e-01,3.741e-01,3.900e-01,4.196e-01,2709.8,1
Parkinson's disease (all),4416,2,6,actual,9.865e-02,6.801e-04,3.072e-02,3.981e-02,7.750e-02,9.830e-02,1.194e-01,1.600e-01,2039.6,1
Parkinson's disease (all),4416,2,6,pseudo,9.265e-02,5.726e-04,2.934e-02,3.670e-02,7.185e-02,9.234e-02,1.125e-01,1.521e-01,2626.4,1
Parkinson's disease (all),4416,3,4,actual,9.666e-02,4.519e-04,2.420e-02,5.049e-02,8.014e-02,9.615e-02,1.136e-01,1.439e-01,2867,1
Parkinson's disease (all),4416,3,4,pseudo,9.928e-02,4.234e-04,2.428e-02,5.306e-02,8.263e-02,9.932e-02,1.157e-01,1.472e-01,3289.6,1
Parkinson's disease (all),4416,3,5,actual,-7.498e-02,4.421e-04,2.536e-02,-1.235e-01,-9.222e-02,-7.549e-02,-5.760e-02,-2.484e-02,3288.8,1
Parkinson's disease (all),4416,3,5,pseudo,-7.952e-02,4.020e-04,2.521e-02,-1.295e-01,-9.592e-02,-7.959e-02,-6.261e-02,-3.023e-02,3933.5,1
Parkinson's disease (all),4416,3,6,actual,3.516e-02,5.738e-04,2.856e-02,-2.101e-02,1.583e-02,3.476e-02,5.515e-02,9.083e-02,2478.5,1
Parkinson's disease (all),4416,3,6,pseudo,3.786e-02,4.789e-04,2.834e-02,-1.653e-02,1.850e-02,3.721e-02,5.696e-02,9.324e-02,3502.4,1
Parkinson's disease (all),4416,4,5,actual,-2.722e-01,4.986e-04,2.461e-02,-3.190e-01,-2.890e-01,-2.728e-01,-2.554e-01,-2.237e-01,2436.4,1
Parkinson's disease (all),4416,4,5,pseudo,-2.725e-01,4.820e-04,2.452e-02,-3.204e-01,-2.889e-01,-2.727e-01,-2.564e-01,-2.231e-01,2587.6,1
Parkinson's disease (all),4416,4,6,actual,5.430e-02,6.268e-04,2.941e-02,-5.340e-03,3.487e-02,5.532e-02,7.351e-02,1.110e-01,2202.4,1
Parkinson's disease (all),4416,4,6,pseudo,4.919e-02,5.718e-04,3.009e-02,-8.737e-03,2.893e-02,4.942e-02,6.953e-02,1.076e-01,2768,1
Parkinson's disease (all),4416,5,6,actual,1.006e-02,6.666e-04,3.036e-02,-4.912e-02,-1.073e-02,1.011e-02,3.029e-02,6.916e-02,2074.4,1
Parkinson's disease (all),4416,5,6,pseudo,1.371e-02,5.280e-04,2.945e-02,-4.467e-02,-5.862e-03,1.383e-02,3.370e-02,7.114e-02,3109.7,1
Parkinson's disease (excluding secondary),4168,1,2,actual,-6.280e-02,4.734e-04,2.596e-02,-1.138e-01,-8.025e-02,-6.293e-02,-4.568e-02,-1.247e-02,3006.4,1
Parkinson's disease (excluding secondary),4168,1,2,pseudo,-6.256e-02,4.565e-04,2.628e-02,-1.134e-01,-8.035e-02,-6.295e-02,-4.506e-02,-9.719e-03,3313.9,1
Parkinson's disease (excluding secondary),4168,1,3,actual,-1.800e-01,4.527e-04,2.480e-02,-2.283e-01,-1.969e-01,-1.802e-01,-1.632e-01,-1.318e-01,3000.2,1
Parkinson's disease (excluding secondary),4168,1,3,pseudo,-1.772e-01,4.440e-04,2.491e-02,-2.280e-01,-1.934e-01,-1.769e-01,-1.605e-01,-1.281e-01,3146.7,1
Parkinson's disease (excluding secondary),4168,1,4,actual,-1.155e-01,4.247e-04,2.546e-02,-1.645e-01,-1.322e-01,-1.157e-01,-9.843e-02,-6.489e-02,3593.2,1
Parkinson's disease (excluding secondary),4168,1,4,pseudo,-1.181e-01,4.730e-04,2.549e-02,-1.685e-01,-1.355e-01,-1.183e-01,-1.012e-01,-6.798e-02,2905.7,1
Parkinson's disease (excluding secondary),4168,1,5,actual,2.416e-01,4.858e-04,2.586e-02,1.907e-01,2.237e-01,2.417e-01,2.594e-01,2.925e-01,2833.1,1
Parkinson's disease (excluding secondary),4168,1,5,pseudo,2.460e-01,4.636e-04,2.572e-02,1.954e-01,2.291e-01,2.461e-01,2.633e-01,2.967e-01,3076.9,1
Parkinson's disease (excluding secondary),4168,1,6,actual,-3.810e-03,5.320e-04,3.002e-02,-6.235e-02,-2.466e-02,-3.093e-03,1.641e-02,5.469e-02,3184.9,1
Parkinson's disease (excluding secondary),4168,1,6,pseudo,-2.118e-03,5.069e-04,2.882e-02,-5.896e-02,-2.128e-02,-2.021e-03,1.761e-02,5.436e-02,3233.5,1
Parkinson's disease (excluding secondary),4168,2,3,actual,6.939e-02,4.438e-04,2.514e-02,1.919e-02,5.319e-02,6.977e-02,8.668e-02,1.168e-01,3209,1
Parkinson's disease (excluding secondary),4168,2,3,pseudo,7.041e-02,4.654e-04,2.510e-02,2.068e-02,5.353e-02,7.073e-02,8.748e-02,1.207e-01,2908.5,1
Parkinson's disease (excluding secondary),4168,2,4,actual,9.186e-02,4.751e-04,2.597e-02,4.203e-02,7.423e-02,9.136e-02,1.090e-01,1.446e-01,2989.4,1
Parkinson's disease (excluding secondary),4168,2,4,pseudo,8.841e-02,4.498e-04,2.571e-02,3.716e-02,7.148e-02,8.848e-02,1.063e-01,1.385e-01,3266,1
Parkinson's disease (excluding secondary),4168,2,5,actual,3.721e-01,4.522e-04,2.391e-02,3.250e-01,3.560e-01,3.726e-01,3.886e-01,4.175e-01,2795.5,1
Parkinson's disease (excluding secondary),4168,2,5,pseudo,3.868e-01,4.621e-04,2.472e-02,3.380e-01,3.705e-01,3.869e-01,4.034e-01,4.352e-01,2860.8,1
Parkinson's disease (excluding secondary),4168,2,6,actual,8.756e-02,5.516e-04,3.004e-02,2.958e-02,6.726e-02,8.739e-02,1.076e-01,1.474e-01,2964.8,1
Parkinson's disease (excluding secondary),4168,2,6,pseudo,9.160e-02,5.759e-04,3.037e-02,3.410e-02,7.035e-02,9.234e-02,1.123e-01,1.511e-01,2780.7,1
Parkinson's disease (excluding secondary),4168,3,4,actual,9.703e-02,4.486e-04,2.526e-02,4.717e-02,8.009e-02,9.735e-02,1.139e-01,1.465e-01,3170,1
Parkinson's disease (excluding secondary),4168,3,4,pseudo,9.906e-02,4.286e-04,2.565e-02,4.833e-02,8.200e-02,9.952e-02,1.163e-01,1.498e-01,3579.9,1
Parkinson's disease (excluding secondary),4168,3,5,actual,-6.985e-02,4.721e-04,2.699e-02,-1.229e-01,-8.827e-02,-7.067e-02,-5.116e-02,-1.791e-02,3268,1
Parkinson's disease (excluding secondary),4168,3,5,pseudo,-7.286e-02,4.549e-04,2.669e-02,-1.255e-01,-9.064e-02,-7.276e-02,-5.457e-02,-2.119e-02,3441.6,1
Parkinson's disease (excluding secondary),4168,3,6,actual,3.645e-02,5.142e-04,3.038e-02,-2.346e-02,1.638e-02,3.696e-02,5.624e-02,9.573e-02,3491.1,1
Parkinson's disease (excluding secondary),4168,3,6,pseudo,3.275e-02,5.266e-04,2.946e-02,-2.356e-02,1.322e-02,3.274e-02,5.220e-02,9.203e-02,3130.8,1
Parkinson's disease (excluding secondary),4168,4,5,actual,-2.793e-01,4.619e-04,2.586e-02,-3.292e-01,-2.971e-01,-2.794e-01,-2.622e-01,-2.284e-01,3135.6,1
Parkinson's disease (excluding secondary),4168,4,5,pseudo,-2.725e-01,4.644e-04,2.596e-02,-3.230e-01,-2.895e-01,-2.725e-01,-2.557e-01,-2.199e-01,3123.6,1
Parkinson's disease (excluding secondary),4168,4,6,actual,5.852e-02,5.058e-04,2.980e-02,-2.318e-04,3.824e-02,5.852e-02,7.836e-02,1.171e-01,3470.4,1
Parkinson's disease (excluding secondary),4168,4,6,pseudo,6.210e-02,4.647e-04,2.935e-02,5.576e-03,4.188e-02,6.252e-02,8.205e-02,1.189e-01,3987.6,1
Parkinson's disease (excluding secondary),4168,5,6,actual,2.242e-03,5.699e-04,3.036e-02,-5.684e-02,-1.822e-02,2.380e-03,2.237e-02,6.212e-02,2837.5,1
Parkinson's disease (excluding secondary),4168,5,6,pseudo,-9.909e-04,5.669e-04,3.059e-02,-5.964e-02,-2.158e-02,-9.737e-04,1.904e-02,5.992e-02,2910.8,1
Psoriatic arthropathy,2760,1,2,actual,-1.975e-01,6.996e-04,3.156e-02,-2.584e-01,-2.187e-01,-1.973e-01,-1.762e-01,-1.362e-01,2034.9,1
Psoriatic arthropathy,2760,1,2,pseudo,-2.021e-01,6.430e-04,3.144e-02,-2.629e-01,-2.239e-01,-2.017e-01,-1.810e-01,-1.375e-01,2390.6,1
Psoriatic arthropathy,2760,1,3,actual,1.569e-01,7.624e-04,3.422e-02,8.982e-02,1.339e-01,1.571e-01,1.803e-01,2.227e-01,2015.1,1
Psoriatic arthropathy,2760,1,3,pseudo,1.599e-01,7.209e-04,3.427e-02,9.277e-02,1.372e-01,1.606e-01,1.831e-01,2.253e-01,2260.2,1
Psoriatic arthropathy,2760,1,4,actual,-1.518e-02,7.922e-04,3.549e-02,-8.570e-02,-3.848e-02,-1.540e-02,8.193e-03,5.507e-02,2006.8,1
Psoriatic arthropathy,2760,1,4,pseudo,-1.282e-02,7.103e-04,3.537e-02,-8.218e-02,-3.613e-02,-1.298e-02,1.193e-02,5.463e-02,2479.7,1
Psoriatic arthropathy,2760,1,5,actual,-4.508e-02,7.886e-04,3.686e-02,-1.162e-01,-7.033e-02,-4.513e-02,-1.903e-02,2.525e-02,2184.6,1
Psoriatic arthropathy,2760,1,5,pseudo,-5.076e-02,7.354e-04,3.604e-02,-1.213e-01,-7.510e-02,-5.050e-02,-2.641e-02,1.935e-02,2402.4,1
Psoriatic arthropathy,2760,1,6,actual,-1.698e-02,9.575e-04,4.133e-02,-9.808e-02,-4.496e-02,-1.731e-02,1.000e-02,6.630e-02,1863.5,1
Psoriatic arthropathy,2760,1,6,pseudo,-2.417e-02,8.033e-04,4.096e-02,-1.030e-01,-5.236e-02,-2.439e-02,3.356e-03,5.439e-02,2599.2,1
Psoriatic arthropathy,2760,2,3,actual,-1.270e-01,6.768e-04,3.211e-02,-1.904e-01,-1.484e-01,-1.268e-01,-1.059e-01,-6.387e-02,2250.7,1
Psoriatic arthropathy,2760,2,3,pseudo,-1.282e-01,6.659e-04,3.332e-02,-1.950e-01,-1.501e-01,-1.278e-01,-1.053e-01,-6.191e-02,2504.2,1
Psoriatic arthropathy,2760,2,4,actual,-1.136e-01,6.774e-04,3.384e-02,-1.794e-01,-1.358e-01,-1.139e-01,-9.055e-02,-4.779e-02,2496.1,1
Psoriatic arthropathy,2760,2,4,pseudo,-9.341e-02,5.999e-04,3.392e-02,-1.589e-01,-1.165e-01,-9.332e-02,-7.025e-02,-2.704e-02,3197.6,1
Psoriatic arthropathy,2760,2,5,actual,-1.707e-01,7.124e-04,3.575e-02,-2.387e-01,-1.951e-01,-1.706e-01,-1.470e-01,-9.891e-02,2517.8,1
Psoriatic arthropathy,2760,2,5,pseudo,-1.618e-01,7.347e-04,3.530e-02,-2.307e-01,-1.864e-01,-1.623e-01,-1.377e-01,-9.306e-02,2308.3,1
Psoriatic arthropathy,2760,2,6,actual,2.289e-01,9.359e-04,4.029e-02,1.485e-01,2.023e-01,2.298e-01,2.564e-01,3.060e-01,1853.1,1
Psoriatic arthropathy,2760,2,6,pseudo,2.375e-01,8.135e-04,3.989e-02,1.580e-01,2.110e-01,2.384e-01,2.652e-01,3.128e-01,2404,1
Psoriatic arthropathy,2760,3,4,actual,6.654e-02,8.348e-04,3.639e-02,-3.055e-03,4.156e-02,6.608e-02,9.118e-02,1.380e-01,1900.7,1
Psoriatic arthropathy,2760,3,4,pseudo,5.742e-02,7.783e-04,3.710e-02,-1.525e-02,3.239e-02,5.762e-02,8.210e-02,1.316e-01,2271.9,1
Psoriatic arthropathy,2760,3,5,actual,2.829e-02,8.861e-04,3.778e-02,-4.691e-02,3.824e-03,2.827e-02,5.286e-02,1.032e-01,1818.1,1
Psoriatic arthropathy,2760,3,5,pseudo,2.389e-02,7.761e-04,3.752e-02,-5.055e-02,-1.387e-03,2.339e-02,4.933e-02,9.759e-02,2337.1,1
Psoriatic arthropathy,2760,3,6,actual,6.656e-02,9.701e-04,4.334e-02,-1.926e-02,3.793e-02,6.638e-02,9.544e-02,1.509e-01,1995.9,1
Psoriatic arthropathy,2760,3,6,pseudo,5.954e-02,9.296e-04,4.321e-02,-2.516e-02,3.121e-02,5.952e-02,8.796e-02,1.446e-01,2160.1,1
Psoriatic arthropathy,2760,4,5,actual,8.033e-02,8.141e-04,3.797e-02,5.298e-03,5.515e-02,8.028e-02,1.053e-01,1.532e-01,2175.4,1
Psoriatic arthropathy,2760,4,5,pseudo,9.056e-02,8.338e-04,3.821e-02,1.854e-02,6.469e-02,9.032e-02,1.157e-01,1.667e-01,2100.1,1
Psoriatic arthropathy,2760,4,6,actual,3.679e-02,1.051e-03,4.366e-02,-5.092e-02,7.920e-03,3.730e-02,6.594e-02,1.222e-01,1724.5,1
Psoriatic arthropathy,2760,4,6,pseudo,4.688e-02,9.187e-04,4.431e-02,-3.962e-02,1.659e-02,4.638e-02,7.642e-02,1.365e-01,2326.6,1
Psoriatic arthropathy,2760,5,6,actual,-3.712e-04,9.729e-04,4.435e-02,-8.599e-02,-3.037e-02,-2.622e-04,3.055e-02,8.719e-02,2078.1,1
Psoriatic arthropathy,2760,5,6,pseudo,1.315e-03,9.970e-04,4.523e-02,-8.580e-02,-3.044e-02,8.808e-04,3.196e-02,8.956e-02,2058.3,1
Pulmonary fibrosis,1370,1,2,actual,9.783e-02,7.000e-04,4.550e-02,6.704e-03,6.721e-02,9.811e-02,1.289e-01,1.878e-01,4224.3,1
Pulmonary fibrosis,1370,1,2,pseudo,7.889e-02,8.644e-04,4.731e-02,-1.316e-02,4.607e-02,7.933e-02,1.111e-01,1.696e-01,2995.5,1
Pulmonary fibrosis,1370,1,3,actual,-4.433e-02,6.379e-04,4.514e-02,-1.336e-01,-7.450e-02,-4.433e-02,-1.411e-02,4.317e-02,5006.7,1
Pulmonary fibrosis,1370,1,3,pseudo,-4.306e-02,8.475e-04,4.520e-02,-1.320e-01,-7.304e-02,-4.333e-02,-1.301e-02,4.346e-02,2844.7,1
Pulmonary fibrosis,1370,1,4,actual,-1.838e-01,6.435e-04,4.497e-02,-2.720e-01,-2.149e-01,-1.840e-01,-1.533e-01,-9.399e-02,4883.8,1
Pulmonary fibrosis,1370,1,4,pseudo,-1.874e-01,7.874e-04,4.415e-02,-2.732e-01,-2.163e-01,-1.879e-01,-1.576e-01,-1.004e-01,3144,1
Pulmonary fibrosis,1370,1,5,actual,2.093e-01,7.291e-04,4.613e-02,1.195e-01,1.788e-01,2.096e-01,2.402e-01,3.008e-01,4002.7,1
Pulmonary fibrosis,1370,1,5,pseudo,2.230e-01,8.117e-04,4.577e-02,1.349e-01,1.915e-01,2.238e-01,2.547e-01,3.118e-01,3178.6,1
Pulmonary fibrosis,1370,1,6,actual,-1.534e-01,7.981e-04,4.645e-02,-2.417e-01,-1.855e-01,-1.538e-01,-1.217e-01,-6.259e-02,3387.6,1
Pulmonary fibrosis,1370,1,6,pseudo,-1.568e-01,8.083e-04,4.764e-02,-2.516e-01,-1.895e-01,-1.577e-01,-1.241e-01,-6.409e-02,3473.8,1
Pulmonary fibrosis,1370,2,3,actual,-3.205e-03,6.258e-04,4.322e-02,-8.757e-02,-3.288e-02,-3.208e-03,2.545e-02,8.275e-02,4770.6,1
Pulmonary fibrosis,1370,2,3,pseudo,6.317e-05,7.152e-04,4.206e-02,-8.089e-02,-2.927e-02,-4.407e-04,2.829e-02,8.351e-02,3458.5,1
Pulmonary fibrosis,1370,2,4,actual,-6.404e-02,5.969e-04,4.196e-02,-1.437e-01,-9.258e-02,-6.464e-02,-3.560e-02,1.749e-02,4942.1,1
