condition_sought,level_name,term,drug_defined_label
thrombo_embolic,pt_name,Angiogram cerebral abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Angiogram femoral abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Angiogram NOS abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Angiogram peripheral abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Angioplasty,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anorectal thrombophlebitis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anoxia cerebral,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterior cerebral artery embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterior cerebral artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterior cerebral artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterior MI,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterior myocardial infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anterolateral myocardial infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anteroseptal infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Anteroseptal necrosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortic-superior mesenteric artery bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortic bi-femoral bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortic bifurcation graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Aortic bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Aortic embolus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortic stent-graft thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Aortic surgery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortic surgery NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Aortic thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aorto-iliac-femoral bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aorto-iliac bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortobifemoral graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortocoronary bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Aortogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortogram arch abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortogram translumbar abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortograph translumbar abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortoiliac occlusive disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortoilial graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aortorenal bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Apical ballooning syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Apical myocardial infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Apoplectic fit,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Apoplexy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Application site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arch aortogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arm paralysis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterectomy with graft replacement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial bypass occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial bypass operation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial bypass operation (excl coronary artery),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial bypass thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism and thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism and thrombosis of lower extremity,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism and thrombosis of upper extremity,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial embolism NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial graft NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial insufficiency peripheral,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial massage,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial obstruction NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial occlusion NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial occlusive disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial operation NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial stent insertion NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial therapeutic procedure,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thromboembolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thromboembolism prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arterial thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thrombosis (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thrombosis limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thrombosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thrombosis of the arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arterial thrombosis of the leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriogram carotid abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteriogram cerebral abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteriogram NOS abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteriosclerosis obliterans,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriotomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriovenous fistula occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriovenous fistula thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteriovenous graft occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Arteriovenous graft thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteriovenous shunt thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Arteritis obliterans,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Artificial blood vessel occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Artificial kidney clotting during dialysis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Aspiration thrombectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Asymptomatic cerebral infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Asymptomatic haemorrhagic transformation of infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Asymptomatic hemorrhagic transformation of infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Atherectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis obliterans,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis obliterans aggravated,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of arteries of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of arteries of the extremities with gangrene,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of arteries of the extremities with intermittent claudication,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of arteries of the extremities with rest pain,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of arteries of the extremities with ulceration,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Atherosclerosis of arteries of the extremities, unspecified","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of autologous vein bypass graft of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of bypass graft of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of non-autologous vein bypass graft of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of nonautologous vein bypass graft of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherosclerosis of unspecified graft of the extremities,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Atherosclerotic plaque rupture,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherothrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atherothrombosis prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Atrial appendage closure,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Atrial appendage ligation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Atrial appendage resection,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Atrial thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Attack heart (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Axillary artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Axillary vein thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Axillofemoral bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Balloon catheter embolectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bare metal coronary stent placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bare metal stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bare metal stent reocclusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bare metal stent thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Basal ganglia infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Basal ganglia stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Basilar artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Basilar artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bilateral leg paresis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Biliary stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bioabsorbable coronary stent placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Blindness temporary,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Blindness transient,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Blood clot in dialyser line,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Blood clot in dialyzer line,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Bone infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bowel infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Brachial artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Brachial artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brachiocephalic artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brachiocephalic vein occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brachiocephalic vein thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Brain congestion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brain hypoxia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Brain infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brain stem embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brain stem infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brain stem stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Brain stem thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Broken heart syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bronchial stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Budd-Chiari syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Budd Chiari syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Buerger's disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bypass graft occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bypass graft thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Bypass surgery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,CABG,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cancer-associated thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Capsular warning syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cardiac thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cardiac ventricular thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cardioembolic stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cardiopathy necrotic,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Carotid-subclavian bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Carotid angiogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid angioplasty,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid arterial embolus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid artery bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid artery stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Carotid embolus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Carotid endarterectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Carotid occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Carotid thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Catheter blockage,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Catheter management,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Catheter occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Catheter related thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Catheter site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Catheter thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Catheterisation venous,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Catheterization venous,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cavernous sinus thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Celiac artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central line management,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central line placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central retinal artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central retinal vein occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central vein obstruction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central venous catheter occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Central venous catheterisation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Central venous catheterization,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebellar artery obstruction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebellar artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebellar artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebellar embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebellar infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral arterial thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral arteriogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral artery embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral artery occlusion (operative),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebral artery occlusion, unspecified","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral congestion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral embolism (vessel unspecified),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral hyperaemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral hyperemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral hypoperfusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral infarct,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral infarction fetal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral infarction foetal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral ischaemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral ischemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral microembolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral perfusion pressure decreased,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral septic infarct,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral thrombosis (vessel unspecified),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral thrombosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral vascular disturbance,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral vascular disturbance (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral vascular lesion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral vascular lesion (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral vascular occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebral venous congestion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebral venous thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrospinal thrombotic tamponade,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebrovas disorders occurring in pregnancy, childbirth, or the puerperium, unspec as to eoc","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrovascular accident,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular accident NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrovascular accident prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrovascular disorder,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorder (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorder fetal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorder foetal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorder NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorder NOS foetal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebrovascular disorder, postpartum","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular disorders in the puerperium,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebrovascular disorders, antepartum","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebrovascular disorders, with delivery, with mention of postpartum complication","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Cerebrovascular disorders, with delivery, with or without mention of antepartum condition","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrovascular insufficiency,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Cerebrovascular operation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
