llt_code,pt_name
10010526,Congenital large intestinal atresia
10010527,Congenital laryngeal stridor
10010528,"Lens abnormality, congenital"
10010530,Limb malformation
10010531,Limb malformation
10010532,Congenital lip fistula
10010533,Congenital generalised lipodystrophy
10010534,Pulmonary malformation
10010535,Congenital lymphoedema
10010536,Retinal anomaly congenital
10010537,Retinal anomaly congenital
10010538,Congenital malaria
10010539,Congenital megacolon
10010540,Congenital megaureter
10010541,Congenital melanosis
10010542,Talipes
10010543,Congenital methaemoglobinaemia
10010544,Microphthalmos
10010545,Congenital mitral valve incompetence
10010546,Congenital mitral valve stenosis
10010547,Congenital mitral valve incompetence
10010548,Congenital mitral valve stenosis
10010549,Congenital oral malformation
10010550,Congenital muscle absence
10010551,Congenital musculoskeletal anomaly
10010552,Congenital musculoskeletal anomaly
10010553,Congenital musculoskeletal anomaly
10010554,Skull malformation
10010555,Spine malformation
10010556,Congenital musculoskeletal anomaly
10010557,Congenital nail disorder
10010558,Congenital neurological degeneration
10010559,Congenital night blindness
10010560,Congenital nose malformation
10010561,Cataract congenital
10010562,Congenital nystagmus
10010563,Congenital oesophageal anomaly
10010564,Congenital oesophageal stenosis
10010565,Congenital oesophageal web
10010566,Congenital optic nerve anomaly
10010567,Congenital optic nerve anomaly
10010568,Vaginal disorder
10010569,Vaginal disorder
10010570,Vaginal disorder
10010571,Vaginal disorder
10010572,Vaginal disorder
10010573,Vaginal disorder
10010574,Vulval disorder
10010575,Vulval disorder
10010576,Vulval disorder
10010577,Vulval disorder
10010578,Vulval disorder
10010579,Vulval disorder
10010580,Congenital oral malformation
10010581,Congenital osteodystrophy
10010582,Congenital osteodystrophy
10010583,Congenital osteodystrophy
10010584,Pulmonary malformation
10010585,Congenital ovarian anomaly
10010586,Congenital pancreatic anomaly
10010587,Moebius II syndrome
10010588,Congenital perforated nasal septum
10010590,Talipes
10010591,Congenital pharyngeal anomaly
10010592,Congenital pigmentation disorder
10010593,Congenital pigmentation disorder
10010594,Congenital pneumonia
10010596,Eyelid ptosis congenital
10010597,Eyelid ptosis congenital
10010598,Congenital pulmonary artery anomaly
10010599,Pulmonary artery stenosis congenital
10010600,Pulmonary artery stenosis congenital
10010601,Congenital pulmonary valve disorder
10010602,Congenital pulmonary valve disorder
10010603,Pulmonary valve stenosis congenital
10010604,Pyloric stenosis
10010605,Congenital central nervous system anomaly
10010606,Kidney malformation
10010607,Congenital renal cyst
10010609,Renal aplasia
10010610,Renal dysplasia
10010611,Renal vessel congenital anomaly
10010614,Respiratory tract malformation
10010615,Retinal anomaly congenital
10010616,Retinal anomaly congenital
10010617,Retinoschisis congenital
10010618,Congenital rubella infection
10010619,Congenital rubella infection
10010620,Congenital salivary gland anomaly
10010621,Congenital scleral disorder
10010622,Congenital renal cyst
10010623,Congenital musculoskeletal anomaly
10010624,Congenital acrochordon
10010625,Skull malformation
10010626,Congenital small intestinal atresia
10010627,Cerebral palsy
10010628,Congenital spinal cord anomaly
10010629,Congenital spinal fusion
10010630,Spinal vessel congenital anomaly
10010631,Spine malformation
10010632,Spleen malformation
10010633,Congenital spondylolisthesis
10010634,Congenital spondylolysis
10010635,Strabismus congenital
10010636,Congenital aortic valve stenosis
10010637,Strabismus congenital
10010638,Congenital laryngeal stridor
10010639,Developmental hip dysplasia
10010640,Developmental hip dysplasia
10010641,Congenital syphilis
10010642,Congenital syphilis
10010643,Congenital syphilitic encephalitis
10010644,Congenital syphilitic meningitis
10010645,Congenital bowing of long bones
10010646,Ankyloglossia congenital
10010647,Ankyloglossia congenital
10010648,Congenital tongue anomaly
10010650,Congenital torticollis
10010651,Cataract congenital
10010652,Congenital toxoplasmosis
10010653,Tracheo-oesophageal fistula
10010654,Congenital tracheomalacia
10010655,Congenital syphilis
10010656,Congenital tricuspid valve stenosis
10010657,Congenital tuberculosis
10010658,Congenital umbilical hernia
10010659,Congenital ureteric anomaly
10010662,Urinary tract malformation
10010663,Congenital urinary tract obstruction
10010664,Congenital uterine anomaly
10010665,Congenital uterine anomaly
10010666,Talipes
10010668,Congenital varicella infection
10010669,Talipes
10010670,Congenital vas deferens absence
10010671,Ventricular septal defect
10010672,Congenital vesicoureteric reflux
10010673,Congenital vitreous anomaly
10010674,Congenital white blood cell disorder
10010675,Conjunctival hyperaemia
10010676,Nasal congestion
10010677,Cardiovascular disorder
10010678,Prostatic haemorrhage
10010679,Prostatic haemorrhage
10010680,Pulmonary congestion
10010681,Congestive cardiomyopathy
10010682,Cardiac failure congestive
10010683,Cardiac arrest
10010684,Cardiac failure congestive
10010685,Congo-Crimean haemorrhagic fever
10010686,Congo-Crimean haemorrhagic fever
10010688,Conjoined twins
10010689,Bilirubin conjugated increased
10010690,Bilirubin conjugated increased
10010691,Hyperbilirubinaemia
10010692,Ocular icterus
10010693,Ocular icterus
10010694,Conjunctival haemorrhage
10010695,Conjunctival abrasion
10010696,Conjunctival adhesion
10010697,Biopsy conjunctiva
10010698,Biopsy conjunctiva abnormal
10010699,Biopsy conjunctiva normal
10010700,Conjunctival haemorrhage
10010701,Conjunctival deposit
10010702,Conjunctival hyperaemia
10010703,Conjunctival cyst
10010704,Conjunctival cyst
10010705,Conjunctival degeneration
10010706,Conjunctival degeneration
10010707,Conjunctival deposit
10010708,Conjunctival deposit
10010709,Conjunctival deposit
10010710,Diphtheria
10010711,Conjunctival discolouration
10010712,Conjunctival discolouration
10010713,Conjunctival disorder
10010714,Conjunctival haemorrhage
10010715,Conjunctival oedema
10010716,Conjunctival erosion
10010717,Conjunctival follicles
10010718,Conjunctival granuloma
10010719,Conjunctival haemorrhage
10010720,Conjunctival haemorrhage
10010721,Conjunctival operation
10010723,Conjunctival hyperaemia
10010725,Conjunctival irritation
10010726,Conjunctival oedema
10010727,Conjunctival operation
10010729,Conjunctival disorder
10010730,Conjunctival pigmentation
10010731,Conjunctival hyperaemia
10010732,Conjunctival repair
10010733,Conjunctival scar
10010734,Conjunctival scar
10010736,Conjunctival ulcer
10010737,Conjunctival ulcer
10010738,Conjunctival vascular disorder
10010739,Conjunctival vascular disorder
10010740,Dry eye
10010741,Conjunctivitis
10010742,Conjunctivitis
10010743,Conjunctivitis
10010744,Conjunctivitis allergic
10010745,Conjunctivitis chlamydial
10010746,Conjunctivitis
10010747,Eye infection toxoplasmal
10010748,Conjunctivitis
10010749,Conjunctivitis gonococcal neonatal
10010750,Noninfective conjunctivitis
10010751,Conjunctivitis
10010752,Conjunctivitis
10010753,Noninfective conjunctivitis
10010754,Conjunctivitis tuberculous
10010755,Conjunctivitis viral
10010756,Conjunctivitis viral
10010757,Conjunctivitis
10010758,Primary hyperaldosteronism
10010759,Connective tissue disorder
10010764,Connective tissue neoplasm
10010765,Altered state of consciousness
10010766,Loss of consciousness
10010767,Depressed level of consciousness
10010768,Depressed level of consciousness
10010769,Altered state of consciousness
10010770,Altered state of consciousness
10010771,Loss of consciousness
10010772,Loss of consciousness
10010773,Exophthalmos
10010774,Constipation
10010775,Constipation
10010776,Aplastic anaemia
10010777,Aplastic anaemia
10010778,Constricted affect
10010779,Miosis
10010780,Chest discomfort
10010781,Vasoconstriction
10010782,Throat tightness
10010783,Pericarditis constrictive
10010784,Apraxia
10010785,Disseminated intravascular coagulation
10010786,Disseminated intravascular coagulation
10010787,Blepharitis allergic
10010788,Conjunctivitis allergic
10010789,Dermatitis contact
10010790,Dermatitis contact
10010791,Dermatitis contact
10010792,Dermatitis contact
10010793,Dermatitis contact
10010794,Dermatitis contact
10010795,Dermatitis contact
10010796,Dermatitis contact
10010797,Dermatitis contact
10010798,Dermatitis contact
10010799,Dermatitis contact
10010800,Photosensitivity reaction
10010801,Dermatitis contact
10010802,Dermatitis contact
10010803,Dermatitis contact
10010804,Contact lens intolerance
10010805,Urticaria contact
10010806,Orf
10010807,Incontinence
10010808,Contraception
10010809,Contraception
10010810,Contraceptive cap
10010811,Contraceptive diaphragm
10010813,Withdrawal bleed
10010814,Contracted bladder
10010815,Muscle contractions involuntary
10010816,Uterine hypotonus
10010817,Uterine hypertonus
10010818,Dupuytren's contracture
10010819,Joint contracture
10010820,Joint contracture
10010821,Joint contracture
10010822,Joint contracture
10010823,Joint contracture
10010824,Joint contracture
10010825,Joint contracture
10010826,Joint contracture
10010827,Joint contracture
10010828,Joint contracture
10010829,Dupuytren's contracture
10010830,Tendinous contracture
10010831,Joint contracture
10010832,Tendinous contracture
10010833,Contraindication to medical treatment
10010834,Contraindication to surgery
10010835,Contraindication to vaccination
10010836,Contrast media reaction
10010837,Contusion
10010838,Contusion
10010839,Contusion
10010840,Contusion
10010841,Contusion
10010842,Contusion
10010843,Contusion
10010844,Contusion
10010845,Contusion
10010846,Eye contusion
10010847,Eye contusion
10010848,Closed globe injury
10010849,Eye contusion
10010850,Contusion
10010851,Contusion
10010852,Contusion
10010853,Contusion
10010854,Genital contusion
10010855,Contusion
10010856,Cardiac contusion
10010857,Cardiac contusion
10010858,Contusion
10010859,Contusion
10010860,Contusion
10010861,Contusion
10010862,Contusion
10010863,Contusion
10010864,Pulmonary contusion
10010865,Pulmonary contusion
10010866,Contusion
10010867,Contusion
10010868,Contusion
10010869,Contusion
10010870,Contusion
10010871,Eye contusion
10010872,Contusion
10010873,Contusion
10010874,Contusion
10010875,Contusion
10010876,Contusion
10010877,Contusion
10010878,Contusion
10010879,Contusion
10010880,Contusion
10010881,Contusion
10010882,Contusion
10010883,Contusion
10010884,Contusion
10010885,Contusion
10010886,Pulmonary contusion
10010887,Convalescent
10010888,Convalescent
10010889,Excessive ocular convergence
10010890,Binocular eye movement disorder
10010891,Strabismus
10010892,Strabismus
10010893,Conversion disorder
10010894,Conversion disorder
10010895,Conversion disorder
10010896,Conversion disorder
10010897,Precursor T-lymphoblastic lymphoma/leukaemia
10010898,Precursor T-lymphoblastic lymphoma/leukaemia recurrent
10010899,Precursor T-lymphoblastic lymphoma/leukaemia refractory
10010900,Precursor T-lymphoblastic lymphoma/leukaemia stage I
10010901,Precursor T-lymphoblastic lymphoma/leukaemia stage II
10010902,Precursor T-lymphoblastic lymphoma/leukaemia stage III
10010903,Precursor T-lymphoblastic lymphoma/leukaemia stage IV
10010904,Seizure
10010905,Seizure
10010906,Seizure
10010907,Seizure
10010908,Febrile convulsion
10010909,Generalised tonic-clonic seizure
10010910,Simple partial seizures
10010911,Convulsion neonatal
10010912,Petit mal epilepsy
10010913,Focal dyscognitive seizures
10010914,Seizure
10010915,Seizure
10010916,Seizure
10010917,Seizure
10010918,Generalised tonic-clonic seizure
10010919,Convulsion neonatal
10010920,Convulsions local
10010921,Convulsion neonatal
10010922,Seizure
10010923,Seizure
10010924,Seizure
10010925,Seizure
10010926,Seizure
10010927,Convulsive threshold lowered
10010928,Thalassaemia beta
10010929,Coombs direct test
10010930,Coombs direct test positive
10010931,Coombs direct test negative
10010932,Coombs direct test negative
10010933,Coombs direct test positive
10010934,Coombs indirect test
10010935,Coombs indirect test positive
10010936,Coombs indirect test negative
10010937,Coombs indirect test negative
10010938,Coombs indirect test positive
10010939,Coombs test negative
10010940,Coombs negative haemolytic anaemia
10010941,Coombs positive haemolytic anaemia
10010942,Coombs direct test
10010943,Coombs direct test positive
10010944,Coombs indirect test
10010945,Coombs indirect test negative
10010946,Coombs indirect test positive
10010947,Coordination abnormal
10010948,Coordination abnormal
10010949,Coordination abnormal
10010950,Coordination abnormal
10010951,Coordination abnormal
10010952,Chronic obstructive pulmonary disease
10010953,Chronic obstructive pulmonary disease
10010954,Blood copper
10010955,Blood copper abnormal
10010956,Blood copper decreased
10010957,Copper deficiency
10010958,Blood copper increased
10010959,Blood copper increased
10010960,Blood copper decreased
10010961,Copper metabolism disorder
10010963,Blood copper normal
10010964,Coprolalia
10010965,Tourette's disorder
10010966,Paraphilia
10010967,Cor biloculare
10010968,Cor pulmonale
10010969,Cor pulmonale acute
10010970,Cor pulmonale chronic
10010971,Cor pulmonale
10010972,Cor triatriatum
10010973,Ligament sprain
10010974,Ligament sprain
10010975,Umbilical cord around neck
10010976,Umbilical cord around neck
10010977,Umbilical cord around neck
10010978,Umbilical cord around neck
10010979,Umbilical cord around neck
10010980,Cord blood transplant therapy
10010981,Demyelination
10010982,Demyelination
10010983,Corectopia
10010984,Corneal abrasion
10010985,Corneal abscess
10010986,Corneal abscess
10010989,Hypoaesthesia eye
10010990,Biopsy cornea
10010991,Biopsy cornea abnormal
10010992,Biopsy cornea normal
10010993,Corneal deposits
10010994,Corneal opacity
10010995,Corneal disorder
10010996,Corneal degeneration
10010997,Corneal degeneration
10010998,Corneal degeneration
10010999,Corneal deposits
10011000,Corneal deposits
10011001,Corneal exfoliation
10011002,Corneal disorder
10011003,Corneal disorder
10011005,Corneal dystrophy
10011006,Corneal disorder
10011007,Corneal oedema
10011008,Corneal oedema
10011009,Corneal oedema
10011010,Corneal epithelium defect
10011011,Corneal disorder
10011012,Corneal opacity
10011013,Corneal erosion
10011014,Corneal erosion
10011015,Foreign body in eye
10011016,Corneal transplant
10011017,Corneal graft rejection
10011018,Corneal opacity
10011019,Ophthalmic herpes simplex
10011020,Corneal infection
10011022,Corneal infiltrates
10011023,Keratitis
10011025,Injury corneal
10011026,Corneal lesion
10011027,Corneal lesion
10011028,Corneal lesion removal
10011029,Corneal disorder
10011030,Corneal disorder
10011031,Corneal neovascularisation
10011032,Corneal neovascularisation
10011033,Corneal oedema
10011034,Corneal oedema
10011035,Corneal opacity
10011036,Corneal opacity
10011037,Corneal opacity congenital
10011038,Corneal opacity
10011039,Corneal perforation
10011040,Corneal pigmentation
10011041,Corneal deposits
10011042,Corneal reflex decreased
10011043,Corneal reflex decreased
10011044,Corneal scar
10011045,Corneal opacity
10011046,Hypoaesthesia eye
10011047,Vital dye staining cornea present
10011048,Corneal staphyloma
10011050,Corneal suture
10011051,Corneal sutures removal
10011052,Topography corneal
10011053,Topography corneal abnormal
10011054,Topography corneal normal
10011055,Corneal touch
10011056,Corneal touch
10011057,Ulcerative keratitis
10011058,Ulcerative keratitis
10011059,Ulcerative keratitis
10011060,Ulcerative keratitis
10011061,Vital dye staining cornea absent
10011062,Vital dye staining cornea present
10011064,Hyperkeratosis
10011065,Hyperkeratosis
10011066,Arteriogram coronary
10011067,Arteriogram coronary abnormal
10011068,Arteriogram coronary normal
10011069,Arteriogram coronary
10011070,Arteritis coronary
10011071,Coronary artery aneurysm
10011072,Congenital coronary artery malformation
10011073,Arteriosclerosis coronary artery
10011074,Haemorrhage coronary artery
10011075,Haemorrhage coronary artery
10011076,Arteriosclerosis coronary artery
10011077,Coronary artery bypass
10011078,Coronary artery disease
10011079,Coronary artery disease
10011080,Coronary artery disease
10011081,Coronary artery disease
10011084,Coronary artery embolism
10011086,Coronary artery occlusion
10011087,Arteriosclerosis coronary artery
10011088,Arteriospasm coronary
10011089,Coronary artery stenosis
10011090,Coronary artery surgery
10011091,Coronary artery thrombosis
10011092,Arteriosclerosis coronary artery
10011093,Arteriosclerosis coronary artery
10011094,Arteriosclerosis coronary artery
10011095,Arteriosclerosis coronary artery
10011096,Arteriosclerosis coronary artery
10011097,Arteriosclerosis coronary artery
10011098,Coronary artery bypass
10011099,Coronary artery disease
10011100,Coronary artery embolism
10011101,Coronary endarterectomy
10011102,Coronary artery insufficiency
10011103,Coronary artery occlusion
10011104,Coronary artery occlusion
10011105,Coronary ostial stenosis
10011106,Arteriosclerosis coronary artery
10011107,Arteriospasm coronary
10011108,Coronary artery thrombosis
10011109,Arteriospasm coronary
10011110,Arteriospasm coronary
10011111,Jaw fracture
10011112,Jaw fracture
10011113,Dissociation
10011114,Dissociation
10011115,Dissociation
10011116,Ovarian cyst
10011117,Ovarian cyst
10011118,Ovarian cyst
10011119,Uterine cancer
10011120,Corrected transposition of great vessels
10011121,Otoplasty
10011122,Talipes correction
10011123,Bunion operation
10011124,Toe operation
10011125,Otoplasty
10011126,Pulse abnormal
10011127,Chemical burn
10011128,Brain contusion
10011129,Brain contusion
10011130,Brain contusion
10011131,Brain contusion
10011132,Brain contusion
10011133,Brain contusion
10011134,Brain contusion
10011135,Brain contusion
10011136,Brain contusion
10011137,Brain contusion
10011138,Brain contusion
10011139,Brain contusion
10011140,Brain contusion
10011141,Brain contusion
10011142,Brain contusion
10011143,Brain contusion
10011144,Brain contusion
10011145,Brain contusion
10011146,Brain contusion
10011147,Brain contusion
10011148,Brain contusion
10011149,Brain contusion
10011150,Brain contusion
10011151,Brain contusion
10011152,Brain contusion
10011153,Brain contusion
10011154,Brain contusion
10011155,Brain contusion
10011156,Brain contusion
10011157,Brain contusion
10011158,Brain contusion
10011159,Brain contusion
10011160,Brain contusion
10011161,Brain contusion
10011162,Brain contusion
10011163,Brain contusion
10011164,Brain contusion
10011165,Blindness cortical
10011166,Blindness transient
10011167,Cataract cortical
10011169,Transcranial electrical motor evoked potential monitoring
10011170,Cataract cortical
10011171,Cataract
10011172,Adrenal insufficiency
10011173,Steroid withdrawal syndrome
10011174,Glaucoma
10011175,Glaucoma
10011176,Glaucoma
10011177,Blood corticosterone
10011178,Blood corticosterone abnormal
10011179,Blood corticosterone decreased
10011180,Blood corticosterone increased
10011181,Blood corticosterone increased
10011182,Blood corticosterone decreased
10011183,Blood corticosterone normal
10011184,Blood corticotrophin
10011185,Blood corticotrophin abnormal
10011186,Blood corticotrophin decreased
10011187,Blood corticotrophin increased
10011188,Blood corticotrophin normal
10011189,Blood corticotrophin
10011190,Blood corticotrophin decreased
10011191,Blood corticotrophin increased
10011192,Blood corticotrophin increased
10011193,Blood corticotrophin decreased
10011194,Blood corticotrophin normal
10011195,Blood cortisol
10011196,Cortisol abnormal
10011197,Cortisol abnormal
10011198,Cortisol decreased
10011199,Cortisol free urine
10011200,Cortisol free urine abnormal
10011201,Cortisol free urine decreased
10011202,Cortisol free urine increased
10011203,Cortisol free urine increased
10011204,Cortisol free urine decreased
10011205,Cortisol free urine normal
10011206,Cortisol increased
10011207,Cortisol increased
10011208,Cortisol decreased
10011209,Cortisol normal
10011211,Diphtheria
10011212,Corynebacterium infection
10011213,Corynebacterium sepsis
10011214,Rhinitis
10011215,Rhinitis
10011216,Rhinitis
10011217,Dermatitis contact
10011218,Costochondritis
10011219,Costochondritis
10011220,Sudden infant death syndrome
10011221,Feeling abnormal
10011222,Retinal exudates
10011223,Sciatica
10011224,Cough
10011225,Cough decreased
10011226,Cough decreased
10011227,Stress urinary incontinence
10011228,Cough
10011229,Cough
10011230,Cough
10011231,Antitussive therapy
10011232,Cough
10011234,Haemoptysis
10011235,Extrasystoles
10011236,Extrasystoles
10011237,Cows milk free diet
10011238,Cow pox
10011239,Cow pox
10011240,Milk allergy
10011241,Cow's milk intolerance
10011242,Cow pox
10011243,Cow pox
10011244,Cows milk free diet
10011245,Hip deformity
10011246,Developmental hip dysplasia
10011247,Hip deformity
10011248,Developmental hip dysplasia
10011249,Arthralgia
10011250,Q fever
10011251,Endocarditis Q fever
10011252,Endocarditis Q fever
10011253,Meningitis coxsackie viral
10011254,Coxsackie carditis
10011255,Coxsackie carditis
10011256,Coxsackie carditis
10011257,Coxsackie endocarditis
10011258,Coxsackie myocarditis
10011259,Coxsackie pericarditis
10011260,Coxsackie viral disease of the newborn
10011261,Coxsackie viral infection
10011263,Herpangina
10011264,Coxsackie viral infection
10011265,Blood creatine phosphokinase
10011266,Blood creatine phosphokinase decreased
10011267,Blood creatine phosphokinase increased
10011268,Blood creatine phosphokinase increased
10011269,Blood creatine phosphokinase MB
10011270,Blood creatine phosphokinase normal
10011271,Blood creatine phosphokinase MB
10011272,Blood creatine phosphokinase MB increased
10011273,Blood creatine phosphokinase MB normal
10011274,Lice infestation
10011275,Lice infestation
10011276,Nipple disorder
10011277,Nipple disorder
10011278,Nipple disorder
10011279,Nipple disorder
10011280,Nipple disorder
10011281,Nipple disorder
10011282,Nipple disorder
10011283,Crepitations
10011284,Temporomandibular joint syndrome
10011285,Muscle spasms
10011286,Abdominal pain
10011287,Muscle spasms
10011288,Muscle spasms
10011289,Abdominal pain lower
10011290,Muscle spasms
10011291,Muscle spasms
10011292,Muscle spasms
10011293,Muscle spasms
10011294,Muscle spasms
10011295,Muscle spasms
10011296,Muscle spasms
10011297,Muscle spasms
10011298,Muscle spasms
10011299,Dysmenorrhoea
10011300,Muscle spasms
10011301,Muscle spasms
10011303,Temporal arteritis
10011304,Cranial nerve disorder
10011307,Cranial nerve injury
10011308,Cranial nerve injury secondary to birth trauma
10011309,Cranial nerve disorder
10011310,Cranial nerve disorder
10011311,Cranial nerve neoplasm benign
10011312,Cranial nerve operation
10011314,Cranial nerve palsies multiple
10011315,IIIrd nerve paralysis
10011316,IIIrd nerve paresis
10011317,Ultrasound skull
10011318,Craniopharyngioma
10011319,Craniopharyngioma benign
10011320,Cranioplasty
10011321,Craniorachischisis
10011322,Craniotomy
10011323,Optic disc drusen
10011324,Formication
10011325,Formication
10011326,Formication
10011327,Demented relative
10011328,Blood creatine
10011329,Blood creatine abnormal
10011330,Blood creatine abnormal
10011331,Blood creatine decreased
10011332,Blood creatine increased
10011333,Blood creatine increased
10011334,Blood creatine phosphokinase
10011335,Blood creatine phosphokinase increased
10011336,Blood creatine phosphokinase increased
10011337,Blood creatine phosphokinase MB
10011338,Blood creatine phosphokinase MB increased
10011339,Blood creatine phosphokinase MB increased
10011340,Blood creatine phosphokinase MB normal
10011341,Blood creatine phosphokinase MM
10011342,Blood creatine phosphokinase MM normal
10011343,Blood creatine phosphokinase normal
10011344,Blood creatine phosphokinase normal
10011345,Blood creatine decreased
10011346,Blood creatine normal
10011347,Blood creatine phosphokinase
10011348,Blood creatine phosphokinase decreased
10011349,Blood creatine phosphokinase increased
10011350,Blood creatine phosphokinase MB
10011351,Blood creatine phosphokinase normal
10011352,Blood creatine phosphokinase increased
10011353,Creatine urine
10011354,Creatine urine abnormal
10011355,Creatine urine decreased
10011356,Creatine urine increased
10011357,Creatine urine normal
10011358,Blood creatinine
10011359,Blood creatinine abnormal
10011360,Blood creatinine decreased
10011361,Blood creatinine increased
10011362,Creatinine renal clearance
10011363,Creatinine renal clearance decreased
10011364,Creatinine renal clearance increased
10011365,Creatinine renal clearance normal
10011366,Blood creatinine decreased
10011367,Blood creatinine increased
10011368,Blood creatinine increased
10011369,Blood creatinine decreased
10011370,Blood creatinine normal
10011371,Creatinine renal clearance
10011372,Creatinine renal clearance decreased
10011373,Creatinine renal clearance decreased
10011374,Creatinine renal clearance normal
10011375,Blood creatinine increased
10011376,Crepitations
10011377,Skin atrophy
10011378,Angina unstable
10011379,Glomerulonephritis rapidly progressive
10011380,CREST syndrome
10011381,Congenital hypothyroidism
10011382,Creutzfeldt-Jakob disease
10011383,Creutzfeldt-Jakob disease
10011384,Creutzfeldt-Jakob disease
10011385,Cri du Chat syndrome
10011386,Crigler-Najjar syndrome
10011387,Crigler-Najjar syndrome
10011388,Congo-Crimean haemorrhagic fever
10011389,Congo-Crimean haemorrhagic fever
10011390,Congo-Crimean haemorrhagic fever
10011392,Injury
10011393,Adrenocortical insufficiency acute
10011394,Adrenocortical insufficiency acute
10011395,Hypertensive crisis
10011396,Oculogyric crisis
10011397,Thyrotoxic crisis
10011398,Crohn's disease
10011399,Crohn's disease
10011400,Crohn's disease
10011401,Crohn's disease
10011402,Crohn's disease
10011403,Crohn's disease
10011404,Crohn's disease
10011405,Crohn's disease
10011406,Crohn's disease
10011407,Arthritis enteropathic
10011408,Crohn's disease
10011409,Cross infection
10011410,Therapeutic product cross-reactivity
10011411,Therapeutic product cross-reactivity
10011412,Crossmatch
10011413,Crossmatch compatible
10011414,Crossmatch incompatible
10011415,Croup infectious
10011416,Croup infectious
10011417,Croup noninfectious
10011418,C-reactive protein increased
10011419,C-reactive protein increased
10011420,CREST syndrome
10011421,Crush injury
10011422,Nerve injury
10011423,Limb crushing injury
10011424,Limb crushing injury
10011425,Limb crushing injury
10011426,Back injury
10011427,Buttock injury
10011428,Limb crushing injury
10011429,Limb crushing injury
10011430,External genitalia crushing
10011431,Face crushing
10011432,Face crushing
10011433,Limb crushing injury
10011434,Limb crushing injury
10011435,Limb crushing injury
10011436,Limb crushing injury
10011437,Limb crushing injury
10011438,Limb crushing injury
10011439,Limb crushing injury
10011440,Limb crushing injury
10011441,Limb crushing injury
10011442,Limb crushing injury
10011443,Limb crushing injury
10011444,Crush injury
10011445,Limb crushing injury
10011446,Crushing injury of trunk
10011447,Limb crushing injury
10011448,Limb crushing injury
10011449,Crush injury
10011450,Neck crushing
10011451,Crushing injury of trunk
10011452,Crushing injury of trunk
10011453,Limb crushing injury
10011454,Limb crushing injury
10011455,Limb crushing injury
10011456,Limb crushing injury
10011457,Limb crushing injury
10011458,Limb crushing injury
10011459,Crushing injury of trunk
10011460,Crush injury
10011461,Limb crushing injury
10011462,Crushing injury of trunk
10011463,Limb crushing injury
10011464,Limb crushing injury
10011465,Limb crushing injury
10011466,Limb crushing injury
10011467,Limb crushing injury
10011468,Scab
10011469,Crying
10011470,Crying
10011471,Crying
10011472,Crying
10011473,Cervix cautery
10011474,Cryoglobulinaemia
10011475,Cryoglobulinaemia
10011476,Cryoglobulins
10011477,Cryoglobulins absent
10011478,Cryoglobulins present
10011479,Cryoglobulinuria
10011480,Cryoglobulin urine present
10011481,Haemorrhoid operation
10011482,Turbinectomy
10011483,Cryotherapy
10011484,Cryotherapy
10011485,Gastroenteritis cryptococcal
10011487,Meningitis cryptococcal
10011488,Meningitis cryptococcal
10011489,Pneumonia cryptococcal
10011490,Cryptococcosis
10011491,Cryptococcosis
10011492,Gastroenteritis cryptococcal
10011493,Cryptococcosis
10011494,Pneumonia cryptococcal
10011495,Idiopathic pulmonary fibrosis
10011496,Organising pneumonia
10011497,Cryptophthalmos
10011498,Cryptorchism
10011500,Gastroenteritis cryptosporidial
10011501,Cryptosporidiosis infection
10011502,Cryptosporidiosis infection
10011503,Crystal arthropathy
10011504,Crystal arthropathy
10011506,Vitreous opacities
10011507,Nephrolithiasis
10011508,Fluid replacement
10011509,Crystalluria
10011510,Crystal urine absent
10011511,Hypercalciuria
10011512,Crystal urine present
10011513,Crystalluria
10011514,Crystalluria
10011515,CSF test abnormal
10011516,CSF test abnormal
10011517,CSF test abnormal
10011518,Bacterial test positive
10011519,Bacterial test negative
10011520,CSF cell count
10011521,CSF cell count abnormal
10011522,CSF cell count increased
10011523,CSF cell count normal
10011524,CSF cell count
10011525,CSF cell count abnormal
10011526,CSF cell count normal
10011527,CSF culture
10011528,CSF culture negative
10011529,CSF culture positive
10011530,CSF electrophoresis
10011531,CSF electrophoresis abnormal
10011532,CSF electrophoresis normal
10011533,Fungal test positive
10011534,Fungal test negative
10011535,CSF glucose
10011536,CSF glucose abnormal
10011537,CSF glucose decreased
10011538,CSF glucose normal
10011539,CSF granulocyte count
10011540,CSF granulocyte count abnormal
10011541,CSF granulocyte count normal
10011542,CSF lactate dehydrogenase
10011543,CSF lactate dehydrogenase decreased
10011544,CSF lactate dehydrogenase increased
10011545,CSF lactate dehydrogenase normal
10011546,Cerebrospinal fluid leakage
10011547,CSF lymphocyte count
10011548,CSF lymphocyte count abnormal
10011549,CSF lymphocyte count increased
10011550,CSF lymphocyte count normal
10011551,CSF measles antibody negative
10011552,CSF measles antibody positive
10011553,Mycobacterium test positive
10011554,Mycobacterium test negative
10011555,CSF neutrophil count
10011556,CSF neutrophil count negative
10011557,CSF neutrophil count positive
10011558,CSF oligoclonal band
10011559,CSF oligoclonal band present
10011560,CSF oligoclonal band absent
10011561,CSF oligoclonal band absent
10011562,CSF oligoclonal band present
10011563,CSF pH
10011564,CSF pH abnormal
10011565,CSF pH decreased
10011566,CSF pH increased
10011567,CSF pH normal
10011568,CSF pressure abnormal
10011569,CSF pressure decreased
10011570,CSF pressure increased
10011571,CSF pressure normal
10011572,CSF protein
10011573,CSF protein abnormal
