decision,route,selected_code,str
by_route,inhaled,R03,furoato de fluticasona
by_route,oral,A03,product containing glycopyrronium bromide
by_route,oral,A03,"pyrrolidinium, 3-((cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-, bromide"
by_route,oral,A03,glycopyrronium brom
by_route,oral,A03,robinul fte
by_route,oral,A03,robinul
by_route,oral,A03,sialanar
by_route,oral,A03,seebri
by_route,inhaled,R03,product containing glycopyrronium bromide
by_route,inhaled,R03,"pyrrolidinium, 3-((cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-, bromide"
by_route,inhaled,R03,glycopyrronium brom
by_route,inhaled,R03,robinul fte
by_route,inhaled,R03,robinul
by_route,inhaled,R03,sialanar
by_route,inhaled,R03,seebri
by_route,nasal,R01,"(endo,syn)-(±)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo[3.2.1]octane bromide"
by_route,nasal,R01,"3α-hydroxy-8-isopropyl-1αh,5αh-tropanium bromide (±)-tropate"
by_route,nasal,R01,8-isopropylnoratropine methobromide
by_route,nasal,R01,bromure d'ipratropium
by_route,nasal,R01,bromuro de ipratropio
by_route,nasal,R01,ipratropii bromidum
by_route,nasal,R01,ipratropium bromide (substance)
by_route,nasal,R01,ipratropium bromide [chemical/ingredient]
by_route,nasal,R01,ipratropiumbromid
by_route,nasal,R01,n-isopropylnoratropinium bromomethylate
by_route,nasal,R01,ipratrop brom
by_route,nasal,R01,rinatec
by_route,nasal,R01,atrovent
by_route,nasal,R01,atrovent udvs
by_route,nasal,R01,atrovent fte
by_route,nasal,R01,atrovent aerocaps
by_route,nasal,R01,ipratrop
by_route,nasal,R01,tropiovent
by_route,nasal,R01,respontin
by_route,nasal,R01,ipratrop steripoule
by_route,inhaled,R03,"(endo,syn)-(±)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo[3.2.1]octane bromide"
by_route,inhaled,R03,"3α-hydroxy-8-isopropyl-1αh,5αh-tropanium bromide (±)-tropate"
by_route,inhaled,R03,8-isopropylnoratropine methobromide
by_route,inhaled,R03,bromure d'ipratropium
by_route,inhaled,R03,bromuro de ipratropio
by_route,inhaled,R03,ipratropii bromidum
by_route,inhaled,R03,ipratropium bromide (substance)
by_route,inhaled,R03,ipratropium bromide [chemical/ingredient]
by_route,inhaled,R03,ipratropiumbromid
by_route,inhaled,R03,n-isopropylnoratropinium bromomethylate
by_route,inhaled,R03,ipratrop brom
by_route,inhaled,R03,rinatec
by_route,inhaled,R03,atrovent
by_route,inhaled,R03,atrovent udvs
by_route,inhaled,R03,atrovent fte
by_route,inhaled,R03,atrovent aerocaps
by_route,inhaled,R03,ipratrop
by_route,inhaled,R03,tropiovent
by_route,inhaled,R03,respontin
by_route,inhaled,R03,ipratrop steripoule
by_route,topical,D07,(+)-mometasone
by_route,topical,D07,asmanex
by_route,topical,D07,claro
by_route,topical,D07,dulera
by_route,topical,D07,elocon
by_route,topical,D07,mometamax
by_route,topical,D07,mometason
by_route,topical,D07,mometasona
by_route,topical,D07,mométasone
by_route,topical,D07,mometasone (substance)
by_route,topical,D07,mometasone in topical dosage form
by_route,topical,D07,mometasone nasal
by_route,topical,D07,mometasone topical
by_route,topical,D07,mometasonum
by_route,topical,D07,momexin
by_route,topical,D07,motazol
by_route,topical,D07,nasal mometasone
by_route,topical,D07,nasonex
by_route,topical,D07,pattotic
by_route,topical,D07,product containing mometasone
by_route,topical,D07,product containing mometasone (medicinal product)
by_route,topical,D07,product containing mometasone in topical dosage form
by_route,topical,D07,propel
by_route,topical,D07,sinuva
by_route,topical,D07,mometasone fur
by_route,topical,D07,mometasone fur oint
by_route,topical,D07,asmanex twisthaler
by_route,nasal,R01,(+)-mometasone
by_route,nasal,R01,asmanex
by_route,nasal,R01,claro
by_route,nasal,R01,dulera
by_route,nasal,R01,elocon
by_route,nasal,R01,mometamax
by_route,nasal,R01,mometason
by_route,nasal,R01,mometasona
by_route,nasal,R01,mométasone
by_route,nasal,R01,mometasone (substance)
by_route,nasal,R01,mometasone in topical dosage form
by_route,nasal,R01,mometasone nasal
by_route,nasal,R01,mometasone topical
by_route,nasal,R01,mometasonum
by_route,nasal,R01,momexin
by_route,nasal,R01,motazol
by_route,nasal,R01,nasal mometasone
by_route,nasal,R01,nasonex
by_route,nasal,R01,pattotic
by_route,nasal,R01,product containing mometasone
by_route,nasal,R01,product containing mometasone (medicinal product)
by_route,nasal,R01,product containing mometasone in topical dosage form
by_route,nasal,R01,propel
by_route,nasal,R01,sinuva
by_route,nasal,R01,mometasone fur
by_route,nasal,R01,mometasone fur oint
by_route,nasal,R01,asmanex twisthaler
by_route,inhaled,R03,(+)-mometasone
by_route,inhaled,R03,asmanex
by_route,inhaled,R03,claro
by_route,inhaled,R03,dulera
by_route,inhaled,R03,elocon
by_route,inhaled,R03,mometamax
by_route,inhaled,R03,mometason
by_route,inhaled,R03,mometasona
by_route,inhaled,R03,mométasone
by_route,inhaled,R03,mometasone (substance)
by_route,inhaled,R03,mometasone in topical dosage form
by_route,inhaled,R03,mometasone nasal
by_route,inhaled,R03,mometasone topical
by_route,inhaled,R03,mometasonum
by_route,inhaled,R03,momexin
by_route,inhaled,R03,motazol
by_route,inhaled,R03,nasal mometasone
by_route,inhaled,R03,nasonex
by_route,inhaled,R03,pattotic
by_route,inhaled,R03,product containing mometasone
by_route,inhaled,R03,product containing mometasone (medicinal product)
by_route,inhaled,R03,product containing mometasone in topical dosage form
by_route,inhaled,R03,propel
by_route,inhaled,R03,sinuva
by_route,inhaled,R03,mometasone fur
by_route,inhaled,R03,mometasone fur oint
by_route,inhaled,R03,asmanex twisthaler
by_route,nasal,R01,"4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid, 9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-"
by_route,nasal,R01,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)chinolin-2,8-dicarbonsaeure"
by_route,nasal,R01,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid"
by_route,nasal,R01,alocril
by_route,nasal,R01,irtan
by_route,nasal,R01,nedocromil (substance)
by_route,nasal,R01,nedocromil [chemical/ingredient]
by_route,nasal,R01,nedocromilo
by_route,nasal,R01,nedocromilum
by_route,nasal,R01,product containing nedocromil
by_route,nasal,R01,product containing nedocromil (medicinal product)
by_route,nasal,R01,rapitil
by_route,nasal,R01,tilad
by_route,nasal,R01,tilade
by_route,nasal,R01,tilaire
by_route,nasal,R01,tilarin
by_route,nasal,R01,tilavist
by_route,nasal,R01,nedocromil sod
by_route,inhaled,R03,"4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid, 9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-"
by_route,inhaled,R03,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)chinolin-2,8-dicarbonsaeure"
by_route,inhaled,R03,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid"
by_route,inhaled,R03,alocril
by_route,inhaled,R03,irtan
by_route,inhaled,R03,nedocromil (substance)
by_route,inhaled,R03,nedocromil [chemical/ingredient]
by_route,inhaled,R03,nedocromilo
by_route,inhaled,R03,nedocromilum
by_route,inhaled,R03,product containing nedocromil
by_route,inhaled,R03,product containing nedocromil (medicinal product)
by_route,inhaled,R03,rapitil
by_route,inhaled,R03,tilad
by_route,inhaled,R03,tilade
by_route,inhaled,R03,tilaire
by_route,inhaled,R03,tilarin
by_route,inhaled,R03,tilavist
by_route,inhaled,R03,nedocromil sod
by_route,eye,S01,"4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid, 9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-"
by_route,eye,S01,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)chinolin-2,8-dicarbonsaeure"
by_route,eye,S01,"9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4h-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid"
by_route,eye,S01,alocril
by_route,eye,S01,irtan
by_route,eye,S01,nedocromil (substance)
by_route,eye,S01,nedocromil [chemical/ingredient]
by_route,eye,S01,nedocromilo
by_route,eye,S01,nedocromilum
by_route,eye,S01,product containing nedocromil
by_route,eye,S01,product containing nedocromil (medicinal product)
by_route,eye,S01,rapitil
by_route,eye,S01,tilad
by_route,eye,S01,tilade
by_route,eye,S01,tilaire
by_route,eye,S01,tilarin
by_route,eye,S01,tilavist
by_route,eye,S01,nedocromil sod
by_route,eye,S01,"(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione"
by_route,eye,S01,"1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione"
by_route,eye,S01,"1,4-pregnadiene-3,20-dione-11beta,17alpha,21-triol"
by_route,eye,S01,"3,20-dioxo-11beta,17alpha,21-trihydroxy-1,4-pregnadiene"
by_route,eye,S01,ak-cide
by_route,eye,S01,ak-pred
by_route,eye,S01,asmalpred plus
by_route,eye,S01,blephamide
by_route,eye,S01,bubbli-pred
by_route,eye,S01,cetapred
by_route,eye,S01,codelsol
by_route,eye,S01,codelson
by_route,eye,S01,cotolone
by_route,eye,S01,delta-dehydrocortisol
by_route,eye,S01,delta-dehydrohydrocortisone
by_route,eye,S01,delta-hydrocortisone
by_route,eye,S01,delta(1)-dehydrocortisol
by_route,eye,S01,delta(1)-dehydrohydrocortisone
by_route,eye,S01,delta(1)-hydrocortisone
by_route,eye,S01,depo-predate
by_route,eye,S01,depo-predate (obsolete)
by_route,eye,S01,econopred
by_route,eye,S01,econopred plus
by_route,eye,S01,flo-pred
by_route,eye,S01,hydeltra-t.b.a.
by_route,eye,S01,hydeltrasol
by_route,eye,S01,hydroretrocortine
by_route,eye,S01,inflamase forte
by_route,eye,S01,inflamase mild
by_route,eye,S01,isolone forte
by_route,eye,S01,key-pred
by_route,eye,S01,key-pred sp
by_route,eye,S01,medasulf
by_route,eye,S01,medicort
by_route,eye,S01,metacortandralone
by_route,eye,S01,metimyd
by_route,eye,S01,millipred
by_route,eye,S01,minims prednisolone
by_route,eye,S01,neomycin/polymyxin b/prednisolone ophthalmic
by_route,eye,S01,ocu-pred
by_route,eye,S01,ocu-pred-a
by_route,eye,S01,ocu-pred forte
by_route,eye,S01,omnipred
by_route,eye,S01,optimyd
by_route,eye,S01,orapred
by_route,eye,S01,pediapred
by_route,eye,S01,poly pred
by_route,eye,S01,prdl
by_route,eye,S01,pred-g
by_route,eye,S01,pred-ject-50
by_route,eye,S01,pred-phosphate
by_route,eye,S01,pred forte
by_route,eye,S01,pred mild
by_route,eye,S01,predacort 50
by_route,eye,S01,predaject-50
by_route,eye,S01,predalone 50
by_route,eye,S01,predate-50
by_route,eye,S01,predcor
by_route,eye,S01,predenema
by_route,eye,S01,predfoam
by_route,eye,S01,predicort-50
by_route,eye,S01,predicort rp
by_route,eye,S01,prednesol
by_route,eye,S01,prednisol
by_route,eye,S01,prednisolona
by_route,eye,S01,prednisolone (substance)
by_route,eye,S01,prednisolone [chemical/ingredient]
by_route,eye,S01,prednisolone in oral dosage form
by_route,eye,S01,prednisolone in rectal dosage form
by_route,eye,S01,prednisolone in topical dosage form
by_route,eye,S01,prednisolone preparation
by_route,eye,S01,prednisolonum
by_route,eye,S01,prednistab
by_route,eye,S01,prednoral
by_route,eye,S01,predsol
by_route,eye,S01,predsulfair
by_route,eye,S01,"pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
by_route,eye,S01,prelone
by_route,eye,S01,pri-cortin 50
by_route,eye,S01,pricortin
by_route,eye,S01,product containing prednisolone
by_route,eye,S01,product containing prednisolone (medicinal product)
by_route,eye,S01,product containing prednisolone in oral dosage form
by_route,eye,S01,product containing prednisolone in rectal dosage form
by_route,eye,S01,product containing prednisolone in topical dosage form
by_route,eye,S01,solu-delta-cortef
by_route,eye,S01,stintisone
by_route,eye,S01,sulster
by_route,eye,S01,supred
by_route,eye,S01,surolan
by_route,eye,S01,temaril-p
by_route,eye,S01,vasocidin
by_route,eye,S01,veripred
by_route,eye,S01,gppe enem
by_route,eye,S01,prednisolone sod phos
by_route,eye,S01,deltacortril
by_route,eye,S01,dilacort
by_route,eye,S01,pevanti
by_route,eye,S01,prednisolone acet
by_route,eye,S01,deltastab
by_route,eye,S01,pred fte
by_route,eye,S01,prednisolone sodphos
by_route,eye,S01,minims
by_route,nasal,R01,"(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione"
by_route,nasal,R01,"1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione"
by_route,nasal,R01,"1,4-pregnadiene-3,20-dione-11beta,17alpha,21-triol"
by_route,nasal,R01,"3,20-dioxo-11beta,17alpha,21-trihydroxy-1,4-pregnadiene"
by_route,nasal,R01,ak-cide
by_route,nasal,R01,ak-pred
by_route,nasal,R01,asmalpred plus
by_route,nasal,R01,blephamide
by_route,nasal,R01,bubbli-pred
by_route,nasal,R01,cetapred
by_route,nasal,R01,codelsol
by_route,nasal,R01,codelson
by_route,nasal,R01,cotolone
by_route,nasal,R01,delta-dehydrocortisol
by_route,nasal,R01,delta-dehydrohydrocortisone
by_route,nasal,R01,delta-hydrocortisone
by_route,nasal,R01,delta(1)-dehydrocortisol
by_route,nasal,R01,delta(1)-dehydrohydrocortisone
by_route,nasal,R01,delta(1)-hydrocortisone
by_route,nasal,R01,depo-predate
by_route,nasal,R01,depo-predate (obsolete)
by_route,nasal,R01,econopred
by_route,nasal,R01,econopred plus
by_route,nasal,R01,flo-pred
by_route,nasal,R01,hydeltra-t.b.a.
by_route,nasal,R01,hydeltrasol
by_route,nasal,R01,hydroretrocortine
by_route,nasal,R01,inflamase forte
by_route,nasal,R01,inflamase mild
by_route,nasal,R01,isolone forte
by_route,nasal,R01,key-pred
by_route,nasal,R01,key-pred sp
by_route,nasal,R01,medasulf
by_route,nasal,R01,medicort
by_route,nasal,R01,metacortandralone
by_route,nasal,R01,metimyd
by_route,nasal,R01,millipred
by_route,nasal,R01,minims prednisolone
by_route,nasal,R01,neomycin/polymyxin b/prednisolone ophthalmic
by_route,nasal,R01,ocu-pred
by_route,nasal,R01,ocu-pred-a
by_route,nasal,R01,ocu-pred forte
by_route,nasal,R01,omnipred
by_route,nasal,R01,optimyd
by_route,nasal,R01,orapred
by_route,nasal,R01,pediapred
by_route,nasal,R01,poly pred
by_route,nasal,R01,prdl
by_route,nasal,R01,pred-g
by_route,nasal,R01,pred-ject-50
by_route,nasal,R01,pred-phosphate
by_route,nasal,R01,pred forte
by_route,nasal,R01,pred mild
by_route,nasal,R01,predacort 50
by_route,nasal,R01,predaject-50
by_route,nasal,R01,predalone 50
by_route,nasal,R01,predate-50
by_route,nasal,R01,predcor
by_route,nasal,R01,predenema
by_route,nasal,R01,predfoam
by_route,nasal,R01,predicort-50
by_route,nasal,R01,predicort rp
by_route,nasal,R01,prednesol
by_route,nasal,R01,prednisol
by_route,nasal,R01,prednisolona
by_route,nasal,R01,prednisolone (substance)
by_route,nasal,R01,prednisolone [chemical/ingredient]
by_route,nasal,R01,prednisolone in oral dosage form
by_route,nasal,R01,prednisolone in rectal dosage form
by_route,nasal,R01,prednisolone in topical dosage form
by_route,nasal,R01,prednisolone preparation
by_route,nasal,R01,prednisolonum
by_route,nasal,R01,prednistab
by_route,nasal,R01,prednoral
by_route,nasal,R01,predsol
by_route,nasal,R01,predsulfair
by_route,nasal,R01,"pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
by_route,nasal,R01,prelone
by_route,nasal,R01,pri-cortin 50
by_route,nasal,R01,pricortin
by_route,nasal,R01,product containing prednisolone
by_route,nasal,R01,product containing prednisolone (medicinal product)
by_route,nasal,R01,product containing prednisolone in oral dosage form
by_route,nasal,R01,product containing prednisolone in rectal dosage form
by_route,nasal,R01,product containing prednisolone in topical dosage form
by_route,nasal,R01,solu-delta-cortef
by_route,nasal,R01,stintisone
by_route,nasal,R01,sulster
by_route,nasal,R01,supred
by_route,nasal,R01,surolan
by_route,nasal,R01,temaril-p
by_route,nasal,R01,vasocidin
by_route,nasal,R01,veripred
by_route,nasal,R01,gppe enem
by_route,nasal,R01,prednisolone sod phos
by_route,nasal,R01,deltacortril
by_route,nasal,R01,dilacort
by_route,nasal,R01,pevanti
by_route,nasal,R01,prednisolone acet
by_route,nasal,R01,deltastab
by_route,nasal,R01,pred fte
by_route,nasal,R01,prednisolone sodphos
by_route,nasal,R01,minims
by_route,topical,D07,"(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione"
by_route,topical,D07,"1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione"
by_route,topical,D07,"1,4-pregnadiene-3,20-dione-11beta,17alpha,21-triol"
by_route,topical,D07,"3,20-dioxo-11beta,17alpha,21-trihydroxy-1,4-pregnadiene"
by_route,topical,D07,ak-cide
by_route,topical,D07,ak-pred
by_route,topical,D07,asmalpred plus
by_route,topical,D07,blephamide
by_route,topical,D07,bubbli-pred
by_route,topical,D07,cetapred
by_route,topical,D07,codelsol
by_route,topical,D07,codelson
by_route,topical,D07,cotolone
by_route,topical,D07,delta-dehydrocortisol
by_route,topical,D07,delta-dehydrohydrocortisone
by_route,topical,D07,delta-hydrocortisone
by_route,topical,D07,delta(1)-dehydrocortisol
by_route,topical,D07,delta(1)-dehydrohydrocortisone
by_route,topical,D07,delta(1)-hydrocortisone
by_route,topical,D07,depo-predate
by_route,topical,D07,depo-predate (obsolete)
by_route,topical,D07,econopred
by_route,topical,D07,econopred plus
by_route,topical,D07,flo-pred
by_route,topical,D07,hydeltra-t.b.a.
by_route,topical,D07,hydeltrasol
by_route,topical,D07,hydroretrocortine
by_route,topical,D07,inflamase forte
by_route,topical,D07,inflamase mild
by_route,topical,D07,isolone forte
by_route,topical,D07,key-pred
by_route,topical,D07,key-pred sp
by_route,topical,D07,medasulf
by_route,topical,D07,medicort
by_route,topical,D07,metacortandralone
by_route,topical,D07,metimyd
by_route,topical,D07,millipred
by_route,topical,D07,minims prednisolone
by_route,topical,D07,neomycin/polymyxin b/prednisolone ophthalmic
by_route,topical,D07,ocu-pred
by_route,topical,D07,ocu-pred-a
by_route,topical,D07,ocu-pred forte
by_route,topical,D07,omnipred
by_route,topical,D07,optimyd
by_route,topical,D07,orapred
by_route,topical,D07,pediapred
by_route,topical,D07,poly pred
by_route,topical,D07,prdl
by_route,topical,D07,pred-g
by_route,topical,D07,pred-ject-50
by_route,topical,D07,pred-phosphate
by_route,topical,D07,pred forte
by_route,topical,D07,pred mild
by_route,topical,D07,predacort 50
by_route,topical,D07,predaject-50
by_route,topical,D07,predalone 50
by_route,topical,D07,predate-50
by_route,topical,D07,predcor
by_route,topical,D07,predenema
by_route,topical,D07,predfoam
by_route,topical,D07,predicort-50
by_route,topical,D07,predicort rp
by_route,topical,D07,prednesol
by_route,topical,D07,prednisol
by_route,topical,D07,prednisolona
by_route,topical,D07,prednisolone (substance)
by_route,topical,D07,prednisolone [chemical/ingredient]
by_route,topical,D07,prednisolone in oral dosage form
by_route,topical,D07,prednisolone in rectal dosage form
by_route,topical,D07,prednisolone in topical dosage form
by_route,topical,D07,prednisolone preparation
by_route,topical,D07,prednisolonum
by_route,topical,D07,prednistab
by_route,topical,D07,prednoral
by_route,topical,D07,predsol
by_route,topical,D07,predsulfair
by_route,topical,D07,"pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
by_route,topical,D07,prelone
by_route,topical,D07,pri-cortin 50
by_route,topical,D07,pricortin
by_route,topical,D07,product containing prednisolone
by_route,topical,D07,product containing prednisolone (medicinal product)
by_route,topical,D07,product containing prednisolone in oral dosage form
by_route,topical,D07,product containing prednisolone in rectal dosage form
by_route,topical,D07,product containing prednisolone in topical dosage form
by_route,topical,D07,solu-delta-cortef
by_route,topical,D07,stintisone
by_route,topical,D07,sulster
by_route,topical,D07,supred
by_route,topical,D07,surolan
by_route,topical,D07,temaril-p
by_route,topical,D07,vasocidin
by_route,topical,D07,veripred
by_route,topical,D07,gppe enem
by_route,topical,D07,prednisolone sod phos
by_route,topical,D07,deltacortril
by_route,topical,D07,dilacort
by_route,topical,D07,pevanti
by_route,topical,D07,prednisolone acet
by_route,topical,D07,deltastab
by_route,topical,D07,pred fte
by_route,topical,D07,prednisolone sodphos
by_route,topical,D07,minims
choose_one,NA,M01,"2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid"
choose_one,NA,M01,"2-[(2',6'-dichlorophenyl)amino]phenylacetoxyacetic acid"
choose_one,NA,M01,"2-[(2,6-dichlorophenyl)amino]benzeneacetic acid carboxymethyl ester"
choose_one,NA,M01,"2-[(2,6-dichlorophenyl)amino]phenylacetoxyacetic acid"
choose_one,NA,M01,acéclofénac
choose_one,NA,M01,aceclofenac (substance)
choose_one,NA,M01,aceclofenac in oral dosage form
choose_one,NA,M01,aceclofenaco
choose_one,NA,M01,aceclofenacum
choose_one,NA,M01,biofenac
choose_one,NA,M01,"glycolic acid [o-(2,6-dichloroanilino)phenyl]acetate ester"
choose_one,NA,M01,preservex
choose_one,NA,M01,product containing aceclofenac
choose_one,NA,M01,product containing aceclofenac (medicinal product)
choose_one,NA,M01,product containing aceclofenac in oral dosage form
choose_one,NA,G04,"(11alpha,13e,15s)-11,15-dihydroxy-9-oxoprost-13-en-1-oic acid"
choose_one,NA,G04,"(13e)-(15s)-11alpha,15-dihydroxy-9-oxoprost-13-enoate"
choose_one,NA,G04,"11alpha,15alpha-dihydroxy-9-oxo-13-trans-prostenoic acid"
choose_one,NA,G04,alprostadil [chemical/ingredient]
choose_one,NA,G04,alprostadilum
choose_one,NA,G04,caverject
choose_one,NA,G04,edex
choose_one,NA,G04,lipo-pge1
choose_one,NA,G04,lipo pge1
choose_one,NA,G04,muse
choose_one,NA,G04,pge-1
choose_one,NA,G04,pge 01
choose_one,NA,G04,pge1
choose_one,NA,G04,pge₁
choose_one,NA,G04,pge1 - prostaglandin e1
choose_one,NA,G04,pge1 α-cd
choose_one,NA,G04,pge1alpha
choose_one,NA,G04,product containing alprostadil
choose_one,NA,G04,product containing alprostadil (medicinal product)
choose_one,NA,G04,"prost-13-en-1-oic acid, 11,15-dihydroxy-9-oxo-, (11alpha,13e,15s)-"
choose_one,NA,G04,prostaglandin e 01
choose_one,NA,G04,prostaglandin e>1<
choose_one,NA,G04,prostaglandin e1
choose_one,NA,G04,prostaglandin e1alpha
choose_one,NA,G04,prostaglandin pge>1<
choose_one,NA,G04,prostaglandin pge1
choose_one,NA,G04,prostaglandin pge1 (substance)
choose_one,NA,G04,prostavasin
choose_one,NA,G04,prostin vr
choose_one,NA,G04,prostin vr pediatric
choose_one,NA,G04,prostine vr
choose_one,NA,G04,viridal duo
choose_one,NA,G04,vitaros
choose_one,NA,B01,activase
choose_one,NA,B01,alteplase (genetical recombination)
choose_one,NA,B01,alteplase (substance)
choose_one,NA,B01,"alteplase, recombinant"
choose_one,NA,B01,"alteplase,recombinant"
choose_one,NA,B01,plasminogen activator (human tissue-type protein moiety)
choose_one,NA,B01,"plasminogen activator, tissue"
choose_one,NA,B01,"plasminogen activator, tissue-type"
choose_one,NA,B01,"plasminogen activator, tissue type"
choose_one,NA,B01,product containing alteplase
choose_one,NA,B01,product containing alteplase (medicinal product)
choose_one,NA,B01,rt-pa
choose_one,NA,B01,rt-pa - tissue-type plasminogen activator
choose_one,NA,B01,t-pa
choose_one,NA,B01,t-plasminogen activator
choose_one,NA,B01,t plasminogen activator
choose_one,NA,B01,tisokinase
choose_one,NA,B01,tissue-type plasminogen activator
choose_one,NA,B01,tissue activator d-44
choose_one,NA,B01,tissue activator d 44
choose_one,NA,B01,tissue plasminogen activator
choose_one,NA,B01,tissue plasminogen activator (substance)
choose_one,NA,B01,tissue plasminogen activator [chemical/ingredient]
choose_one,NA,B01,tissue plasminogen activator alteplase
choose_one,NA,B01,tissue plasminogen activator preparation
choose_one,NA,B01,tissue plasminogen activator preparation (product)
choose_one,NA,B01,"tissue plasminogen activator, recombinant"
choose_one,NA,B01,tissue type plasminogen activator
choose_one,NA,B01,tpa
choose_one,NA,B01,ttpa
choose_one,NA,B01,actilyse
choose_one,NA,B01,actilyse cathflo
choose_one,NA,N04,"(-)-10,11-dihydroxyaporphine"
choose_one,NA,N04,"(6ar)-6-methyl-5,6,6a,7-tetrahydro-4h-dibenzo[de,g]quinoline-10,11-diol"
choose_one,NA,N04,"(r)-5,6,6a,7-tetrahydro-6-methyl-4h-dibenzo[de,g]quinoline-10,11-diol"
choose_one,NA,N04,"4h-dibenzo(de,g)quinoline-10,11-diol, 5,6,6a,7-tetrahydro-6-methyl-, (r)-"
choose_one,NA,N04,apokyn
choose_one,NA,N04,apomorphin
choose_one,NA,N04,apomorphine (substance)
choose_one,NA,N04,apomorphine [chemical/ingredient]
choose_one,NA,N04,britaject
choose_one,NA,N04,product containing apomorphine
choose_one,NA,N04,product containing apomorphine (medicinal product)
choose_one,NA,N04,r-(-)-apomorphine
choose_one,NA,N04,apomorph hcl
choose_one,NA,N04,uprima
choose_one,NA,N04,apo-go
choose_one,NA,N04,apo-go pen
choose_one,NA,N04,apo-go pfs
choose_one,NA,S01,1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol
choose_one,NA,S01,1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol
choose_one,NA,S01,"2-propanol, 1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-"
choose_one,NA,S01,"alcon, betaxolol"
choose_one,NA,S01,betaxolol (substance)
choose_one,NA,S01,betaxolol [chemical/ingredient]
choose_one,NA,S01,betaxolol alcon
choose_one,NA,S01,betaxololum
choose_one,NA,S01,betoptic
choose_one,NA,S01,betoptic pilo
choose_one,NA,S01,betoptic s
choose_one,NA,S01,betoptima
choose_one,NA,S01,kerlon
choose_one,NA,S01,kerlone
choose_one,NA,S01,oxodal
choose_one,NA,S01,product containing betaxolol
choose_one,NA,S01,product containing betaxolol (medicinal product)
choose_one,NA,S01,betaxolol hcl
choose_one,NA,S01,betoptic susp
choose_one,NA,S01,5-bromo-6-(2-imidazolin-2-ylamino)quinoxaline
choose_one,NA,S01,5-bromo-6-(imidazolidinylideneamino)quinoxaline
choose_one,NA,S01,5-bromo-6-(imidazolin-2-ylamino)quinoxaline
choose_one,NA,S01,"6-quinoxalinamine, 5-bromo-n-(4,5-dihydro-1h-imidazol-2-yl)-"
choose_one,NA,S01,alphagan
choose_one,NA,S01,brimonidina
choose_one,NA,S01,brimonidine-brinzolamide ophthalmic
choose_one,NA,S01,brimonidine (substance)
choose_one,NA,S01,brimonidine topical
choose_one,NA,S01,brimonidinum
choose_one,NA,S01,bromoxidine
choose_one,NA,S01,combigan
choose_one,NA,S01,lumify
choose_one,NA,S01,mirvaso
choose_one,NA,S01,mirvaso pump
choose_one,NA,S01,product containing brimonidine
choose_one,NA,S01,product containing brimonidine (medicinal product)
choose_one,NA,S01,simbrinza
choose_one,NA,S01,brimonidine tart
choose_one,NA,S01,brymont
choose_one,NA,N04,"(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-3',6',18-trioxoergotaman"
choose_one,NA,N04,"(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)ergotaman-3',6',18-trione"
